isolate_id,source_isolate_id,run_accession,sample_accession,country,source_type,source_detail,invasive,year,lineage,sequence_type,clonal_complex,source_group,in_CC25_tree,in_ST335_tree,CC25_order,ST335_order,experiment_accession,accession_basis,XDR_genomic_profile,MDR_genomic_profile,CARB_R_genomic_marker,MAC_R_genomic_marker,genomic_determinants,AMRFinder_class_count,filtered_determinant_count,phenotyped_Kenneth,XDR_phenotype,CC25_panel,ST335_panel,plot_label,matrix_position
ERR7197741,ERR7197741,ERR7197741,ERS8210595,South Africa,Human,Stool,No,2021,5,335,25,Other,1,1,106,106,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; floR; dfrA14; blaCTX-M-15; qnrB1; mph(A); tet(A); sul2; aac(3)-IIe; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id,9,12,0,Other,CC25-04,ST335-04,ERR7197741,106
ERR5751808,ERR5751808,ERR5751808,ERS6283454,South Africa,Human,Unspecified - human,No,2020,5,335,25,Other,1,1,107,107,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; floR; dfrA14; blaCTX-M-15; qnrB1; mph(A); tet(A); sul2; aac(3)-IIe; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id,9,12,0,Other,CC25-04,ST335-04,ERR5751808,107
ERR12321280,ERR12321280,ERR12321280,ERS17171914,South Africa,Human,Stool,No,2023,5,335,25,Other,1,1,108,108,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,18,0,Other,CC25-04,ST335-04,ERR12321280,108
ERR9692774,ERR9692774,ERR9692774,ERS11935911,South Africa,Human,Unspecified - human,No,2020,5,335,25,Other,1,1,109,109,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,18,0,Other,CC25-04,ST335-04,ERR9692774,109
ERR6752863,ERR6752863,ERR6752863,ERS7770083,South Africa,Human,Unspecified - human,No,2020,5,335,25,Other,1,1,110,110,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; floR; dfrA14; blaCTX-M-15; qnrB1; mph(A); tet(A); sul2; aac(3)-IIe; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id,9,12,0,Other,CC25-04,ST335-04,ERR6752863,110
SRR9273829,SRR9273829,SRR9273829,SRS4947096,United Kingdom,Human,Unspecified - human,No,2019,5,335,25,Other,1,1,111,111,,Supplied isolate accession workbook,0,1,0,0,blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; qacEdelta1,7,13,0,Other,CC25-04,ST335-04,SRR9273829,111
ERR9079830,ERR9079830,ERR9079830,ERS10862921,South Africa,Human,Blood culture,Yes,2021,5,335,25,Other,1,1,112,112,,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-II; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-04,ST335-04,ERR9079830,112
ERR10880116,ERR10880116,ERR10880116,ERS14631590,South Africa,Human,Blood culture,Yes,2022,5,335,25,Other,1,1,113,113,,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,16,0,Other,CC25-04,ST335-04,ERR10880116,113
ERR5751304,ERR5751304,ERR5751304,ERS6282950,South Africa,Human,Stool,No,2020,5,335,25,Other,1,1,114,114,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; floR; dfrA14; blaCTX-M-15; qnrB1; mph(A); tet(A); sul2; aac(3)-IIe; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id,9,12,0,Other,CC25-04,ST335-04,ERR5751304,114
ERR6806714,ERR6806714,ERR6806714,ERS7645435,South Africa,Human,Unspecified - human,No,2020,5,335,25,Other,1,1,115,115,,Supplied isolate accession workbook,1,1,0,0,blaTEM-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-04,ST335-04,ERR6806714,115
ERR5751296,ERR5751296,ERR5751296,ERS6282942,South Africa,Human,Rectal swab,No,2020,5,335,25,Other,1,1,116,116,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-04,ST335-04,ERR5751296,116
ERR4451427,ERR4451427,ERR4451427,ERS4936998,South Africa,Human,Unspecified - human,No,2020,5,335,25,Other,1,1,117,117,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-04,ST335-04,ERR4451427,117
ERR6806125,ERR6806125,ERR6806125,ERS7644848,South Africa,Human,Unspecified - human,No,2020,5,335,25,Other,1,1,118,118,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-04,ST335-04,ERR6806125,118
ERR6806317,ERR6806317,ERR6806317,ERS7645040,South Africa,Human,Stool,No,2020,5,335,25,Other,1,1,119,119,,Supplied isolate accession workbook,0,1,0,1,blaTEM-1; catA1; floR; dfrA14; blaCTX-M-15; mph(A); tet(A); sul2; aadA1; aph(3'')-Ib; aph(6)-Id,7,11,0,Other,CC25-04,ST335-04,ERR6806317,119
ERR12067371,ERR12067371,ERR12067371,ERS16390441,South Africa,Human,Urine,No,2023,5,335,25,Other,1,1,120,120,,Supplied isolate accession workbook,1,1,0,1,blaTEM-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,21,0,Other,CC25-04,ST335-04,ERR12067371,120
ERR6806075,ERR6806075,ERR6806075,ERS7644798,South Africa,Human,Urine,No,2021,5,335,25,Other,1,1,121,121,,Supplied isolate accession workbook,0,0,0,0,blaTEM-1; blaCTX-M-15; gyrB_S464F; tet(A); sul2; aac(3)-IIe; aph(3'')-Ib; aph(6)-Id,6,8,0,Other,CC25-04,ST335-04,ERR6806075,121
ERR10176870,ERR10176870,ERR10176870,ERS13445953,South Africa,Human,Stool,No,2022,5,335,25,Other,1,1,122,122,,Supplied isolate accession workbook,0,0,0,1,blaTEM-1; blaOXA-1; dfrA14; blaCTX-M-15; qnrB1; mph(A); tet(A); sul2; aac(3)-IIe; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id,9,12,0,Other,CC25-04,ST335-04,ERR10176870,122
ERR10460856,ERR10460856,ERR10460856,ERS13656118,South Africa,Human,Stool,No,2022,5,335,25,Other,1,1,123,123,,Supplied isolate accession workbook,0,0,0,1,blaTEM-1; blaOXA-1; dfrA14; blaCTX-M-15; qnrB1; mph(A); tet(A); sul2; aac(3)-IIe; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id,9,12,0,Other,CC25-04,ST335-04,ERR10460856,123
ERR10460902,ERR10460902,ERR10460902,ERS13656164,South Africa,Human,Stool,No,2022,5,335,25,Other,1,1,124,124,,Supplied isolate accession workbook,0,0,0,1,blaTEM-1; blaOXA-1; dfrA14; blaCTX-M-15; qnrB1; mph(A); tet(A); sul2; aac(3)-IIe; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id,9,12,0,Other,CC25-04,ST335-04,ERR10460902,124
ERR6806726,ERR6806726,ERR6806726,ERS7645447,South Africa,Human,Blood culture,Yes,2020,5,335,25,Other,1,1,125,125,,Supplied isolate accession workbook,0,0,0,0,blaTEM-1; blaOXA-1; dfrA14; blaCTX-M-15; qnrB1; sul2; sul3; aac(3)-IIe; aac(6')-Ib-cr5; aph(6)-Id,7,10,0,Other,CC25-04,ST335-04,ERR6806726,125
ERR12078572,ERR12078572,ERR12078572,ERS16427368,South Africa,Human,Stool,No,Other,5,335,25,Other,1,1,126,126,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,18,0,Other,CC25-04,ST335-04,ERR12078572,126
ERR11747320,ERR11747320,ERR11747320,ERS16093242,South Africa,Human,Urine,No,2023,5,335,25,Other,1,1,127,127,,Supplied isolate accession workbook,1,1,0,1,blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-04,ST335-04,ERR11747320,127
ERR12495482,ERR12495482,ERR12495482,ERS17748274,South Africa,Human,Stool,No,2023,5,335,25,Other,1,1,128,128,,Supplied isolate accession workbook,1,1,0,1,blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-04,ST335-04,ERR12495482,128
ERR5751726,ERR5751726,ERR5751726,ERS6283372,South Africa,Human,Urine,No,2020,5,335,25,Other,1,1,129,129,,Supplied isolate accession workbook,0,0,0,0,blaTEM-1; blaOXA-1; dfrA14; blaCTX-M-15; tet(A); sul2; aac(3)-IIe; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id,7,10,0,Other,CC25-04,ST335-04,ERR5751726,129
ERR6806512,ERR6806512,ERR6806512,ERS7645233,South Africa,Human,Stool,No,2021,5,335,25,Other,1,1,130,130,,Supplied isolate accession workbook,1,1,0,0,blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA14; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,18,0,Other,CC25-04,ST335-04,ERR6806512,130
ERR9924209,ERR9924209,ERR9924209,ERS12382480,South Africa,Human,Stool,No,2021,5,335,25,Other,1,1,131,131,,Supplied isolate accession workbook,1,1,0,1,blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-3; qacEdelta1,11,19,0,Other,CC25-04,ST335-04,ERR9924209,131
ERR10460483,ERR10460483,ERR10460483,ERS13655839,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,132,132,,Supplied isolate accession workbook,0,0,0,1,blaSCO-1; blaTEM-1; blaOXA-1; dfrA12; blaCTX-M-15; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA2; aph(3'')-Ib; aph(6)-Id; qacEdelta1,8,14,0,Other,CC25-05,ST335-05,ERR10460483,132
ERR9785511,ERR9785511,ERR9785511,ERS12086359,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,133,133,,Supplied isolate accession workbook,0,0,0,1,blaSCO-1; blaTEM-1; blaOXA-1; dfrA12; blaCTX-M-15; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA2; aph(3'')-Ib; aph(6)-Id; qacEdelta1,8,14,0,Other,CC25-05,ST335-05,ERR9785511,133
ERR10087012,ERR10087012,ERR10087012,ERS12761375,South Africa,Human,Rectal swab,No,2022,4,335,25,South African outbreak,1,1,134,134,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR10087012,134
ERR9079768,ERR9079768,ERR9079768,ERS10862859,South Africa,Human,Stool,No,2021,4,335,25,Other,1,1,135,135,,Supplied isolate accession workbook,0,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,19,0,Other,CC25-05,ST335-05,ERR9079768,135
ERR9822149,ERR9822149,ERR9822149,ERS12149066,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,136,136,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR9822149,136
ERR9822145,ERR9822145,ERR9822145,ERS12149062,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,137,137,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-05,ST335-05,ERR9822145,137
ERR9822146,ERR9822146,ERR9822146,ERS12149063,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,138,138,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR9822146,138
ERR9785509,ERR9785509,ERR9785509,ERS12086357,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,139,139,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR9785509,139
ERR10176872,ERR10176872,ERR10176872,ERS13445955,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,140,140,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR10176872,140
ERR9966389,ERR9966389,ERR9966389,ERS12472976,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,141,141,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR9966389,141
ERR10460765,ERR10460765,ERR10460765,ERS13656027,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,142,142,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR10460765,142
ERR10109275,ERR10109275,ERR10109275,ERS12792508,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,143,143,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,18,0,Other,CC25-05,ST335-05,ERR10109275,143
ERR11807704,ERR11807704,ERR11807704,ERS16229032,South Africa,Human,Stool,NO,2023,4,335,25,Other,1,1,144,144,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,18,0,Other,CC25-05,ST335-05,ERR11807704,144
ERR10109276,ERR10109276,ERR10109276,ERS12792509,South Africa,Human,Rectal swab,No,2022,4,335,25,South African outbreak,1,1,145,145,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,18,0,Other,CC25-05,ST335-05,ERR10109276,145
ERR9785510,ERR9785510,ERR9785510,ERS12086358,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,146,146,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR9785510,146
ERR9820422,ERR9820422,ERR9820422,ERS12147978,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,147,147,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR9820422,147
ERR10880181,ERR10880181,ERR10880181,ERS14631653,South Africa,Human,Urine,No,2022,4,335,25,Other,1,1,148,148,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR10880181,148
ERR10088101,ERR10088101,ERR10088101,ERS12764179,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,149,149,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR10088101,149
ERR12312688,ERR12312688,ERR12312688,ERS17080491,South Africa,Human,Stool,No,2023,4,335,25,Other,1,1,150,150,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR12312688,150
ERR11201827,ERR11201827,ERR11201827,ERS14886263,South Africa,Human,Stool,No,2022,4,335,25,Other,1,1,151,151,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR11201827,151
ERR12312689,ERR12312689,ERR12312689,ERS17080492,South Africa,Human,Stool,No,2023,4,335,25,Other,1,1,152,152,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR12312689,152
ERR12495485,ERR12495485,ERR12495485,ERS17748277,South Africa,Human,Unspecified - human,No,2023,4,335,25,Other,1,1,153,153,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR12495485,153
ERR12312692,ERR12312692,ERR12312692,ERS17080495,South Africa,Human,Blood culture,Yes,2023,4,335,25,Other,1,1,154,154,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR12312692,154
ERR10123168,ERR10123168,ERR10123168,ERS12853251,South Africa,Human,Rectal swab,No,2022,4,335,25,South African outbreak,1,1,155,155,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR10123168,155
ERR10123167,ERR10123167,ERR10123167,ERS12853250,South Africa,Human,Rectal swab,No,2022,4,335,25,South African outbreak,1,1,156,156,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR10123167,156
ERR9966387,ERR9966387,ERR9966387,ERS12472974,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,157,157,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR9966387,157
ERR10949310,ERR10949310,ERR10949310,ERS14699590,South Africa,Human,Rectal swab,No,2022,4,335,25,Other,1,1,158,158,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR10949310,158
ERR10460875,ERR10460875,ERR10460875,ERS13656137,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,159,159,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR10460875,159
ERR9966390,ERR9966390,ERR9966390,ERS12472977,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,160,160,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR9966390,160
ERR10176866,ERR10176866,ERR10176866,ERS13445949,South Africa,Human,Unspecified - human,No,2022,4,335,25,South African outbreak,1,1,161,161,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR10176866,161
