"isolate_id","gene","present"
"ERR12146144","gyrB_S464F",0
"ERR10109277","gyrB_S464F",0
"ERR10087013","gyrB_S464F",0
"ERR11219811","gyrB_S464F",0
"ERR9966386","gyrB_S464F",0
"ERR12259395","gyrB_S464F",0
"ERR12091513","gyrB_S464F",0
"ERR10125140","gyrB_S464F",0
"ERR10949303","gyrB_S464F",0
"ERR11810274","gyrB_S464F",0
"ERR9785512","gyrB_S464F",0
"ERR10176866","gyrB_S464F",0
"ERR10460687","gyrB_S464F",0
"ERR12078573","gyrB_S464F",0
"ERR12165616","gyrB_S464F",0
"ERR10880377","gyrB_S464F",0
"ERR10460887","gyrB_S464F",0
"ERR10880335","gyrB_S464F",0
"ERR10880156","gyrB_S464F",0
"ERR10088105","gyrB_S464F",0
"ERR12321284","gyrB_S464F",0
"ERR9966388","gyrB_S464F",0
"ERR12495485","gyrB_S464F",0
"ERR12312692","gyrB_S464F",0
"ERR12312689","gyrB_S464F",0
"ERR12312688","gyrB_S464F",0
"ERR11201827","gyrB_S464F",0
"ERR10088101","gyrB_S464F",0
"ERR10880181","gyrB_S464F",0
"ERR9820422","gyrB_S464F",0
"ERR9785510","gyrB_S464F",0
"ERR11807704","gyrB_S464F",0
"ERR10109276","gyrB_S464F",0
"ERR9966389","gyrB_S464F",0
"ERR9785509","gyrB_S464F",0
"ERR10087012","gyrB_S464F",0
"ERR10460483","gyrB_S464F",0
"ERR9785511","gyrB_S464F",0
"ERR9079768","gyrB_S464F",0
"ERR9822149","gyrB_S464F",0
"ERR9822145","gyrB_S464F",0
"ERR9822146","gyrB_S464F",0
"ERR10176872","gyrB_S464F",0
"ERR10460765","gyrB_S464F",0
"ERR10109275","gyrB_S464F",0
"ERR9966390","gyrB_S464F",0
"ERR10123168","gyrB_S464F",0
"ERR10123167","gyrB_S464F",0
"ERR9966387","gyrB_S464F",0
"ERR10949310","gyrB_S464F",0
"ERR10460875","gyrB_S464F",0
"ERR10109255","gyrB_S464F",0
"ERR9822151","gyrB_S464F",0
"ERR10088102","gyrB_S464F",0
"ERR10088104","gyrB_S464F",0
"ERR10026000","gyrB_S464F",0
"ERR9822144","gyrB_S464F",0
"ERR11896635","gyrB_S464F",0
"ERR12552381","gyrB_S464F",0
"ERR12552377","gyrB_S464F",0
"ERR9079508","gyrB_S464F",0
"ERR7197757","gyrB_S464F",0
"ERR6806028","gyrB_S464F",0
"ERR11455881","gyrB_S464F",0
"ERR4451478","gyrB_S464F",0
"ERR10880424","gyrB_S464F",0
"ERR12067334","gyrB_S464F",0
"ERR12302226","gyrB_S464F",0
"ERR12552384","gyrB_S464F",0
"ERR10123158","gyrB_S464F",0
"ERR5751308","gyrB_S464F",0
"ERR4399358","gyrB_S464F",0
"ERR4399957","gyrB_S464F",0
"ERR4399362","gyrB_S464F",0
"SRR13833609","gyrB_S464F",0
"ERR6806726","gyrB_S464F",0
"ERR10460902","gyrB_S464F",0
"ERR10460856","gyrB_S464F",0
"ERR6806075","gyrB_S464F",1
"ERR10176870","gyrB_S464F",0
"ERR12078572","gyrB_S464F",0
"ERR11747320","gyrB_S464F",0
"ERR12495482","gyrB_S464F",0
"ERR9924209","gyrB_S464F",0
"ERR5751726","gyrB_S464F",0
"ERR6806512","gyrB_S464F",0
"ERR6806317","gyrB_S464F",0
"ERR12067371","gyrB_S464F",0
"ERR6806125","gyrB_S464F",0
"ERR5751296","gyrB_S464F",0
"ERR4451427","gyrB_S464F",0
"SRR9273829","gyrB_S464F",0
"ERR6752863","gyrB_S464F",0
"ERR12321280","gyrB_S464F",0
"ERR9692774","gyrB_S464F",0
"ERR6805998","gyrB_S464F",0
"ERR6806833","gyrB_S464F",0
"ERR6806749","gyrB_S464F",0
"ERR6806776","gyrB_S464F",0
"ERR5750995","gyrB_S464F",0
"ERR6806255","gyrB_S464F",0
"ERR6805990","gyrB_S464F",0
"ERR11747325","gyrB_S464F",0
"ERR11502778","gyrB_S464F",0
"ERR7197834","gyrB_S464F",0
"ERR9079758","gyrB_S464F",0
"ERR12321281","gyrB_S464F",0
"ERR12142634","gyrB_S464F",0
"ERR12067314","gyrB_S464F",0
"ERR12321282","gyrB_S464F",0
"ERR12080226","gyrB_S464F",0
"ERR12321283","gyrB_S464F",0
"ERR6753111","gyrB_S464F",0
"ERR6806796","gyrB_S464F",0
"ERR6806789","gyrB_S464F",0
"ERR9971918","gyrB_S464F",0
"ERR7197741","gyrB_S464F",0
"ERR5751808","gyrB_S464F",0
"ERR10438737","gyrB_S464F",0
"CLL6CH","gyrB_S464F",0
"CAARE3","gyrB_S464F",0
"CAAQXB","gyrB_S464F",0
"CAAR9T","gyrB_S464F",0
"CAAQUT","gyrB_S464F",0
"CNSFP4","gyrB_S464F",0
"CNSDXZ","gyrB_S464F",0
"CAAP2A","gyrB_S464F",0
"44341_3_268","gyrB_S464F",0
"44341_3_280","gyrB_S464F",0
"44341_3_262","gyrB_S464F",0
"44341_3_265","gyrB_S464F",0
"44341_4_286","gyrB_S464F",0
"CAAYDF","gyrB_S464F",0
"CLL3JA","gyrB_S464F",0
"ERR9941258","gyrB_S464F",0
"CNSLL4","gyrB_S464F",0
"CNSKFP","gyrB_S464F",0
"CNSP0U","mph(A)",0
"ERR9929342","mph(A)",0
"ERR9966382","mph(A)",0
"CNS6QU","mph(A)",0
"CNS7YP","mph(A)",0
"BKRRIF","mph(A)",0
"44341_3_96","mph(A)",0
"44341_3_21","mph(A)",0
"CIV13VE5","mph(A)",0
"CIU149H1","mph(A)",0
"CIV146E8","mph(A)",0
"CIU13XS1","mph(A)",0
"CIV140E6","mph(A)",0
"CIV140E1","mph(A)",0
"CIT15GH1","mph(A)",0
"CIV13XE5","mph(A)",0
"CIV13YE6","mph(A)",0
"CIS15MR1","mph(A)",0
"CIV13UE4","mph(A)",0
"CAAXQV","mph(A)",0
"CIV140E7","mph(A)",0
"CIS15HB1","mph(A)",0
"CIV13RE2","mph(A)",0
"CIT15GS1","mph(A)",0
"CIV142E6","mph(A)",0
"44341_4_275","mph(A)",0
"44341_3_310","mph(A)",0
"CIU145B1","mph(A)",0
"CIV143E2","mph(A)",0
"CIT15FH1","mph(A)",0
"CIV147E3","mph(A)",0
"CIT15EB1","mph(A)",0
"CIV13PE7","mph(A)",0
"CIV13XE8","mph(A)",0
"44341_3_304","mph(A)",0
"44341_3_305","mph(A)",0
"44341_3_281","mph(A)",0
"44341_3_136","mph(A)",0
"44341_3_128","mph(A)",0
"44341_3_131","mph(A)",0
"CIT159B1","mph(A)",0
"CIS153C1","mph(A)",0
"CIV13XE2","mph(A)",0
"CIT15FB1","mph(A)",0
"CIV13XU1","mph(A)",0
"CIV143U1","mph(A)",0
"CIV143E9","mph(A)",0
"CNS1F3","mph(A)",0
"CAAYSI","mph(A)",0
"CIV141E6","mph(A)",0
"CIV140U1","mph(A)",0
"CIV140E4","mph(A)",0
"CIV143E4","mph(A)",0
"CIV144E6","mph(A)",0
"CIV13YE8","mph(A)",0
"CIV144U1","mph(A)",0
"BKRMVD","mph(A)",0
"CAAXBN","mph(A)",0
"44341_3_165","mph(A)",0
"ERR10113269","mph(A)",1
"ERR6752971","mph(A)",1
"ERR5751227","mph(A)",1
"ERR12142619","mph(A)",1
"ERR9976609","mph(A)",1
"ERR11219800","mph(A)",1
"ERR9079830","mph(A)",0
"ERR10880116","mph(A)",0
"ERR5751304","mph(A)",1
"ERR6806714","mph(A)",0
"ERR11872767","mph(A)",1
"ERR10176869","mph(A)",1
"ERR10880230","mph(A)",1
"ERR11453719","mph(A)",0
"ERR10880157","mph(A)",0
"ERR6752889","mph(A)",1
"ERR9288143","mph(A)",1
"ERR6806632","mph(A)",0
"ERR9288082","mph(A)",0
"ERR6806600","mph(A)",0
"ERR9420153","mph(A)",0
"ERR10117717","mph(A)",0
"ERR10109274","mph(A)",1
"ERR10880183","mph(A)",0
"ERR10880311","mph(A)",0
"ERR11420238","mph(A)",1
"ERR11437918","mph(A)",1
"ERR11807709","mph(A)",1
"ERR12146144","mph(A)",1
"ERR10109277","mph(A)",1
"ERR10087013","mph(A)",1
"ERR11219811","mph(A)",1
"ERR9966386","mph(A)",1
"ERR12259395","mph(A)",1
"ERR12091513","mph(A)",1
"ERR10125140","mph(A)",1
"ERR10949303","mph(A)",1
"ERR11810274","mph(A)",1
"ERR9785512","mph(A)",1
"ERR10176866","mph(A)",1
"ERR10460687","mph(A)",1
"ERR12078573","mph(A)",1
"ERR12165616","mph(A)",1
"ERR10880377","mph(A)",0
"ERR10460887","mph(A)",0
"ERR10880335","mph(A)",0
"ERR10880156","mph(A)",0
"ERR10088105","mph(A)",1
"ERR12321284","mph(A)",0
"ERR9966388","mph(A)",1
"ERR12495485","mph(A)",1
"ERR12312692","mph(A)",1
"ERR12312689","mph(A)",1
"ERR12312688","mph(A)",1
"ERR11201827","mph(A)",1
"ERR10088101","mph(A)",1
"ERR10880181","mph(A)",1
"ERR9820422","mph(A)",1
"ERR9785510","mph(A)",1
"ERR11807704","mph(A)",1
"ERR10109276","mph(A)",1
"ERR9966389","mph(A)",1
"ERR9785509","mph(A)",1
"ERR10087012","mph(A)",1
"ERR10460483","mph(A)",1
"ERR9785511","mph(A)",1
"ERR9079768","mph(A)",1
"ERR9822149","mph(A)",1
"ERR9822145","mph(A)",0
"ERR9822146","mph(A)",1
"ERR10176872","mph(A)",1
"ERR10460765","mph(A)",1
"ERR10109275","mph(A)",1
"ERR9966390","mph(A)",1
"ERR10123168","mph(A)",1
"ERR10123167","mph(A)",1
"ERR9966387","mph(A)",1
"ERR10949310","mph(A)",1
"ERR10460875","mph(A)",1
"ERR10109255","mph(A)",1
"ERR9822151","mph(A)",1
"ERR10088102","mph(A)",1
"ERR10088104","mph(A)",1
"ERR10026000","mph(A)",1
"ERR9822144","mph(A)",1
"ERR11896635","mph(A)",1
"ERR12552381","mph(A)",1
"ERR12552377","mph(A)",1
"ERR9079508","mph(A)",1
"ERR7197757","mph(A)",0
"ERR6806028","mph(A)",0
"ERR11455881","mph(A)",0
"ERR4451478","mph(A)",0
"ERR10880424","mph(A)",0
"ERR12067334","mph(A)",0
"ERR12302226","mph(A)",0
"ERR12552384","mph(A)",0
"ERR10123158","mph(A)",0
"ERR5751308","mph(A)",0
"ERR4399358","mph(A)",1
"ERR4399957","mph(A)",1
"ERR4399362","mph(A)",1
"SRR13833609","mph(A)",0
"ERR6806726","mph(A)",0
"ERR10460902","mph(A)",1
"ERR10460856","mph(A)",1
"ERR6806075","mph(A)",0
"ERR10176870","mph(A)",1
"ERR12078572","mph(A)",1
"ERR11747320","mph(A)",1
"ERR12495482","mph(A)",1
"ERR9924209","mph(A)",1
"ERR5751726","mph(A)",0
"ERR6806512","mph(A)",0
"ERR6806317","mph(A)",1
"ERR12067371","mph(A)",1
"ERR6806125","mph(A)",1
"ERR5751296","mph(A)",1
"ERR4451427","mph(A)",1
"SRR9273829","mph(A)",0
"ERR6752863","mph(A)",1
"ERR12321280","mph(A)",1
"ERR9692774","mph(A)",1
"ERR6805998","mph(A)",1
"ERR6806833","mph(A)",1
"ERR6806749","mph(A)",1
"ERR6806776","mph(A)",1
"ERR5750995","mph(A)",1
"ERR6806255","mph(A)",1
"ERR6805990","mph(A)",1
"ERR11747325","mph(A)",1
"ERR11502778","mph(A)",1
"ERR7197834","mph(A)",1
"ERR9079758","mph(A)",1
"ERR12321281","mph(A)",1
"ERR12142634","mph(A)",1
"ERR12067314","mph(A)",1
"ERR12321282","mph(A)",1
"ERR12080226","mph(A)",0
"ERR12321283","mph(A)",1
"ERR6753111","mph(A)",1
"ERR6806796","mph(A)",0
"ERR6806789","mph(A)",1
"ERR9971918","mph(A)",1
"ERR7197741","mph(A)",1
"ERR5751808","mph(A)",1
"ERR10438737","mph(A)",0
"CLL6CH","mph(A)",0
"CAARE3","mph(A)",0
"CAAQXB","mph(A)",0
"CAAR9T","mph(A)",0
"CAAQUT","mph(A)",0
"CNSFP4","mph(A)",0
"CNSDXZ","mph(A)",0
"CAAP2A","mph(A)",0
"44341_3_268","mph(A)",0
"44341_3_280","mph(A)",0
"44341_3_262","mph(A)",0
"44341_3_265","mph(A)",0
"44341_4_286","mph(A)",0
"CAAYDF","mph(A)",0
"CLL3JA","mph(A)",0
"ERR9941258","mph(A)",0
"CNSLL4","mph(A)",0
"CNSKFP","mph(A)",0
"CNSP0U","mph(E)",0
"ERR9929342","mph(E)",0
"ERR9966382","mph(E)",0
"CNS6QU","mph(E)",0
"CNS7YP","mph(E)",0
"BKRRIF","mph(E)",0
"44341_3_96","mph(E)",0
"44341_3_21","mph(E)",0
"CIV13VE5","mph(E)",0
"CIU149H1","mph(E)",0
"CIV146E8","mph(E)",0
"CIU13XS1","mph(E)",0
"CIV140E6","mph(E)",0
"CIV140E1","mph(E)",0
"CIT15GH1","mph(E)",0
"CIV13XE5","mph(E)",0
"CIV13YE6","mph(E)",0
"CIS15MR1","mph(E)",0
"CIV13UE4","mph(E)",0
"CAAXQV","mph(E)",0
"CIV140E7","mph(E)",0
"CIS15HB1","mph(E)",0
"CIV13RE2","mph(E)",0
"CIT15GS1","mph(E)",0
"CIV142E6","mph(E)",0
"44341_4_275","mph(E)",0
"44341_3_310","mph(E)",0
"CIU145B1","mph(E)",0
"CIV143E2","mph(E)",0
"CIT15FH1","mph(E)",0
"CIV147E3","mph(E)",0
"CIT15EB1","mph(E)",0
"CIV13PE7","mph(E)",0
"CIV13XE8","mph(E)",0
"44341_3_304","mph(E)",0
"44341_3_305","mph(E)",0
"44341_3_281","mph(E)",0
"44341_3_136","mph(E)",0
"44341_3_128","mph(E)",0
"44341_3_131","mph(E)",0
"CIT159B1","mph(E)",0
"CIS153C1","mph(E)",0
"CIV13XE2","mph(E)",0
"CIT15FB1","mph(E)",0
"CIV13XU1","mph(E)",0
"CIV143U1","mph(E)",0
"CIV143E9","mph(E)",0
"CNS1F3","mph(E)",0
"CAAYSI","mph(E)",0
"CIV141E6","mph(E)",0
"CIV140U1","mph(E)",0
"CIV140E4","mph(E)",0
"CIV143E4","mph(E)",0
"CIV144E6","mph(E)",0
"CIV13YE8","mph(E)",0
"CIV144U1","mph(E)",0
"BKRMVD","mph(E)",0
"CAAXBN","mph(E)",0
"44341_3_165","mph(E)",0
"ERR10113269","mph(E)",0
"ERR6752971","mph(E)",0
"ERR5751227","mph(E)",0
"ERR12142619","mph(E)",0
"ERR9976609","mph(E)",0
"ERR11219800","mph(E)",0
"ERR9079830","mph(E)",0
"ERR10880116","mph(E)",0
"ERR5751304","mph(E)",0
"ERR6806714","mph(E)",0
"ERR11872767","mph(E)",0
"ERR10176869","mph(E)",0
"ERR10880230","mph(E)",0
"ERR11453719","mph(E)",0
"ERR10880157","mph(E)",0
"ERR6752889","mph(E)",0
"ERR9288143","mph(E)",0
"ERR6806632","mph(E)",0
"ERR9288082","mph(E)",0
"ERR6806600","mph(E)",0
"ERR9420153","mph(E)",0
"ERR10117717","mph(E)",0
"ERR10109274","mph(E)",0
"ERR10880183","mph(E)",0
"ERR10880311","mph(E)",0
"ERR11420238","mph(E)",0
"ERR11437918","mph(E)",0
"ERR11807709","mph(E)",0
"ERR12146144","mph(E)",0
"ERR10109277","mph(E)",0
"ERR10087013","mph(E)",0
"ERR11219811","mph(E)",0
"ERR9966386","mph(E)",0
"ERR12259395","mph(E)",0
"ERR12091513","mph(E)",0
"ERR10125140","mph(E)",0
"ERR10949303","mph(E)",0
"ERR11810274","mph(E)",0
"ERR9785512","mph(E)",0
"ERR10176866","mph(E)",0
"ERR10460687","mph(E)",0
"ERR12078573","mph(E)",0
"ERR12165616","mph(E)",0
"ERR10880377","mph(E)",0
"ERR10460887","mph(E)",0
"ERR10880335","mph(E)",0
"ERR10880156","mph(E)",0
"ERR10088105","mph(E)",0
"ERR12321284","mph(E)",0
"ERR9966388","mph(E)",0
"ERR12495485","mph(E)",0
"ERR12312692","mph(E)",0
"ERR12312689","mph(E)",0
"ERR12312688","mph(E)",0
"ERR11201827","mph(E)",0
"ERR10088101","mph(E)",0
"ERR10880181","mph(E)",0
"ERR9820422","mph(E)",0
"ERR9785510","mph(E)",0
"ERR11807704","mph(E)",0
"ERR10109276","mph(E)",0
"ERR9966389","mph(E)",0
"ERR9785509","mph(E)",0
"ERR10087012","mph(E)",0
"ERR10460483","mph(E)",0
"ERR9785511","mph(E)",0
"ERR9079768","mph(E)",0
"ERR9822149","mph(E)",0
"ERR9822145","mph(E)",0
"ERR9822146","mph(E)",0
"ERR10176872","mph(E)",0
"ERR10460765","mph(E)",0
"ERR10109275","mph(E)",0
"ERR9966390","mph(E)",0
"ERR10123168","mph(E)",0
"ERR10123167","mph(E)",0
"ERR9966387","mph(E)",0
"ERR10949310","mph(E)",0
"ERR10460875","mph(E)",0
"ERR10109255","mph(E)",0
"ERR9822151","mph(E)",0
"ERR10088102","mph(E)",0
"ERR10088104","mph(E)",0
"ERR10026000","mph(E)",0
"ERR9822144","mph(E)",0
"ERR11896635","mph(E)",0
"ERR12552381","mph(E)",0
"ERR12552377","mph(E)",0
"ERR9079508","mph(E)",0
"ERR7197757","mph(E)",0
"ERR6806028","mph(E)",0
"ERR11455881","mph(E)",0
"ERR4451478","mph(E)",0
"ERR10880424","mph(E)",0
"ERR12067334","mph(E)",0
"ERR12302226","mph(E)",0
"ERR12552384","mph(E)",0
"ERR10123158","mph(E)",0
"ERR5751308","mph(E)",0
"ERR4399358","mph(E)",0
"ERR4399957","mph(E)",0
"ERR4399362","mph(E)",0
"SRR13833609","mph(E)",0
"ERR6806726","mph(E)",0
"ERR10460902","mph(E)",0
"ERR10460856","mph(E)",0
"ERR6806075","mph(E)",0
"ERR10176870","mph(E)",0
"ERR12078572","mph(E)",0
"ERR11747320","mph(E)",0
"ERR12495482","mph(E)",0
"ERR9924209","mph(E)",0
"ERR5751726","mph(E)",0
"ERR6806512","mph(E)",0
"ERR6806317","mph(E)",0
"ERR12067371","mph(E)",0
"ERR6806125","mph(E)",0
"ERR5751296","mph(E)",0
"ERR4451427","mph(E)",0
"SRR9273829","mph(E)",0
"ERR6752863","mph(E)",0
"ERR12321280","mph(E)",0
"ERR9692774","mph(E)",0
"ERR6805998","mph(E)",0
"ERR6806833","mph(E)",0
"ERR6806749","mph(E)",0
"ERR6806776","mph(E)",0
"ERR5750995","mph(E)",0
"ERR6806255","mph(E)",0
"ERR6805990","mph(E)",0
"ERR11747325","mph(E)",1
"ERR11502778","mph(E)",1
"ERR7197834","mph(E)",0
"ERR9079758","mph(E)",1
"ERR12321281","mph(E)",1
"ERR12142634","mph(E)",1
"ERR12067314","mph(E)",0
"ERR12321282","mph(E)",0
"ERR12080226","mph(E)",0
"ERR12321283","mph(E)",0
"ERR6753111","mph(E)",0
"ERR6806796","mph(E)",0
"ERR6806789","mph(E)",0
"ERR9971918","mph(E)",0
"ERR7197741","mph(E)",0
"ERR5751808","mph(E)",0
"ERR10438737","mph(E)",0
"CLL6CH","mph(E)",0
"CAARE3","mph(E)",0
"CAAQXB","mph(E)",0
"CAAR9T","mph(E)",0
"CAAQUT","mph(E)",0
"CNSFP4","mph(E)",0
"CNSDXZ","mph(E)",0
"CAAP2A","mph(E)",0
"44341_3_268","mph(E)",0
"44341_3_280","mph(E)",0
"44341_3_262","mph(E)",0
"44341_3_265","mph(E)",0
"44341_4_286","mph(E)",0
"CAAYDF","mph(E)",0
"CLL3JA","mph(E)",0
"ERR9941258","mph(E)",0
"CNSLL4","mph(E)",0
"CNSKFP","mph(E)",0
"CNSP0U","msr(E)",0
"ERR9929342","msr(E)",0
"ERR9966382","msr(E)",0
"CNS6QU","msr(E)",0
"CNS7YP","msr(E)",0
"BKRRIF","msr(E)",0
"44341_3_96","msr(E)",0
"44341_3_21","msr(E)",0
"CIV13VE5","msr(E)",0
"CIU149H1","msr(E)",0
"CIV146E8","msr(E)",0
"CIU13XS1","msr(E)",0
"CIV140E6","msr(E)",0
"CIV140E1","msr(E)",0
"CIT15GH1","msr(E)",0
"CIV13XE5","msr(E)",0
"CIV13YE6","msr(E)",0
"CIS15MR1","msr(E)",0
"CIV13UE4","msr(E)",0
"CAAXQV","msr(E)",0
"CIV140E7","msr(E)",0
"CIS15HB1","msr(E)",0
"CIV13RE2","msr(E)",0
"CIT15GS1","msr(E)",0
"CIV142E6","msr(E)",0
"44341_4_275","msr(E)",0
"44341_3_310","msr(E)",0
"CIU145B1","msr(E)",0
"CIV143E2","msr(E)",0
"CIT15FH1","msr(E)",0
"CIV147E3","msr(E)",0
"CIT15EB1","msr(E)",0
"CIV13PE7","msr(E)",0
"CIV13XE8","msr(E)",0
"44341_3_304","msr(E)",0
"44341_3_305","msr(E)",0
"44341_3_281","msr(E)",0
"44341_3_136","msr(E)",0
"44341_3_128","msr(E)",0
"44341_3_131","msr(E)",0
"CIT159B1","msr(E)",0
"CIS153C1","msr(E)",0
"CIV13XE2","msr(E)",0
"CIT15FB1","msr(E)",0
"CIV13XU1","msr(E)",0
"CIV143U1","msr(E)",0
"CIV143E9","msr(E)",0
"CNS1F3","msr(E)",0
"CAAYSI","msr(E)",0
"CIV141E6","msr(E)",0
"CIV140U1","msr(E)",0
"CIV140E4","msr(E)",0
"CIV143E4","msr(E)",0
"CIV144E6","msr(E)",0
"CIV13YE8","msr(E)",0
"CIV144U1","msr(E)",0
"BKRMVD","msr(E)",0
"CAAXBN","msr(E)",0
"44341_3_165","msr(E)",0
"ERR10113269","msr(E)",0
"ERR6752971","msr(E)",0
"ERR5751227","msr(E)",0
"ERR12142619","msr(E)",0
"ERR9976609","msr(E)",0
"ERR11219800","msr(E)",0
"ERR9079830","msr(E)",0
"ERR10880116","msr(E)",0
"ERR5751304","msr(E)",0
"ERR6806714","msr(E)",0
"ERR11872767","msr(E)",0
"ERR10176869","msr(E)",0
"ERR10880230","msr(E)",0
"ERR11453719","msr(E)",0
"ERR10880157","msr(E)",0
"ERR6752889","msr(E)",0
"ERR9288143","msr(E)",0
"ERR6806632","msr(E)",0
"ERR9288082","msr(E)",0
"ERR6806600","msr(E)",0
"ERR9420153","msr(E)",0
"ERR10117717","msr(E)",0
"ERR10109274","msr(E)",0
"ERR10880183","msr(E)",0
"ERR10880311","msr(E)",0
"ERR11420238","msr(E)",0
"ERR11437918","msr(E)",0
"ERR11807709","msr(E)",0
"ERR12146144","msr(E)",0
"ERR10109277","msr(E)",0
"ERR10087013","msr(E)",0
"ERR11219811","msr(E)",0
"ERR9966386","msr(E)",0
"ERR12259395","msr(E)",0
"ERR12091513","msr(E)",0
"ERR10125140","msr(E)",0
"ERR10949303","msr(E)",0
"ERR11810274","msr(E)",0
"ERR9785512","msr(E)",0
"ERR10176866","msr(E)",0
"ERR10460687","msr(E)",0
"ERR12078573","msr(E)",0
"ERR12165616","msr(E)",0
"ERR10880377","msr(E)",0
"ERR10460887","msr(E)",0
"ERR10880335","msr(E)",0
"ERR10880156","msr(E)",0
"ERR10088105","msr(E)",0
"ERR12321284","msr(E)",0
"ERR9966388","msr(E)",0
"ERR12495485","msr(E)",0
"ERR12312692","msr(E)",0
"ERR12312689","msr(E)",0
"ERR12312688","msr(E)",0
"ERR11201827","msr(E)",0
"ERR10088101","msr(E)",0
"ERR10880181","msr(E)",0
"ERR9820422","msr(E)",0
"ERR9785510","msr(E)",0
"ERR11807704","msr(E)",0
"ERR10109276","msr(E)",0
"ERR9966389","msr(E)",0
"ERR9785509","msr(E)",0
"ERR10087012","msr(E)",0
"ERR10460483","msr(E)",0
"ERR9785511","msr(E)",0
"ERR9079768","msr(E)",0
"ERR9822149","msr(E)",0
"ERR9822145","msr(E)",0
"ERR9822146","msr(E)",0
"ERR10176872","msr(E)",0
"ERR10460765","msr(E)",0
"ERR10109275","msr(E)",0
"ERR9966390","msr(E)",0
"ERR10123168","msr(E)",0
"ERR10123167","msr(E)",0
"ERR9966387","msr(E)",0
"ERR10949310","msr(E)",0
"ERR10460875","msr(E)",0
"ERR10109255","msr(E)",0
"ERR9822151","msr(E)",0
"ERR10088102","msr(E)",0
"ERR10088104","msr(E)",0
"ERR10026000","msr(E)",0
"ERR9822144","msr(E)",0
"ERR11896635","msr(E)",0
"ERR12552381","msr(E)",0
"ERR12552377","msr(E)",0
"ERR9079508","msr(E)",0
"ERR7197757","msr(E)",0
"ERR6806028","msr(E)",0
"ERR11455881","msr(E)",0
"ERR4451478","msr(E)",0
"ERR10880424","msr(E)",0
"ERR12067334","msr(E)",0
"ERR12302226","msr(E)",0
"ERR12552384","msr(E)",0
"ERR10123158","msr(E)",0
"ERR5751308","msr(E)",0
"ERR4399358","msr(E)",0
"ERR4399957","msr(E)",0
"ERR4399362","msr(E)",0
"SRR13833609","msr(E)",0
"ERR6806726","msr(E)",0
"ERR10460902","msr(E)",0
"ERR10460856","msr(E)",0
"ERR6806075","msr(E)",0
"ERR10176870","msr(E)",0
"ERR12078572","msr(E)",0
"ERR11747320","msr(E)",0
"ERR12495482","msr(E)",0
"ERR9924209","msr(E)",0
"ERR5751726","msr(E)",0
"ERR6806512","msr(E)",0
"ERR6806317","msr(E)",0
"ERR12067371","msr(E)",0
"ERR6806125","msr(E)",0
"ERR5751296","msr(E)",0
"ERR4451427","msr(E)",0
"SRR9273829","msr(E)",0
"ERR6752863","msr(E)",0
"ERR12321280","msr(E)",0
"ERR9692774","msr(E)",0
"ERR6805998","msr(E)",0
"ERR6806833","msr(E)",0
"ERR6806749","msr(E)",0
"ERR6806776","msr(E)",0
"ERR5750995","msr(E)",0
"ERR6806255","msr(E)",0
"ERR6805990","msr(E)",0
"ERR11747325","msr(E)",1
"ERR11502778","msr(E)",1
"ERR7197834","msr(E)",0
"ERR9079758","msr(E)",1
"ERR12321281","msr(E)",1
"ERR12142634","msr(E)",1
"ERR12067314","msr(E)",0
"ERR12321282","msr(E)",0
"ERR12080226","msr(E)",0
"ERR12321283","msr(E)",0
"ERR6753111","msr(E)",0
"ERR6806796","msr(E)",0
"ERR6806789","msr(E)",0
"ERR9971918","msr(E)",0
"ERR7197741","msr(E)",0
"ERR5751808","msr(E)",0
"ERR10438737","msr(E)",0
"CLL6CH","msr(E)",0
"CAARE3","msr(E)",0
"CAAQXB","msr(E)",0
"CAAR9T","msr(E)",0
"CAAQUT","msr(E)",0
"CNSFP4","msr(E)",0
"CNSDXZ","msr(E)",0
"CAAP2A","msr(E)",0
"44341_3_268","msr(E)",0
"44341_3_280","msr(E)",0
"44341_3_262","msr(E)",0
"44341_3_265","msr(E)",0
"44341_4_286","msr(E)",0
"CAAYDF","msr(E)",0
"CLL3JA","msr(E)",0
"ERR9941258","msr(E)",0
"CNSLL4","msr(E)",0
"CNSKFP","msr(E)",0
"CNSP0U","tet(A)",1
"ERR9929342","tet(A)",1
"ERR9966382","tet(A)",1
"CNS6QU","tet(A)",1
"CNS7YP","tet(A)",1
"BKRRIF","tet(A)",1
"44341_3_96","tet(A)",1
"44341_3_21","tet(A)",1
"CIV13VE5","tet(A)",1
"CIU149H1","tet(A)",1
"CIV146E8","tet(A)",1
"CIU13XS1","tet(A)",1
"CIV140E6","tet(A)",1
"CIV140E1","tet(A)",1
"CIT15GH1","tet(A)",1
"CIV13XE5","tet(A)",1
"CIV13YE6","tet(A)",1
"CIS15MR1","tet(A)",1
"CIV13UE4","tet(A)",1
"CAAXQV","tet(A)",1
"CIV140E7","tet(A)",1
"CIS15HB1","tet(A)",1
"CIV13RE2","tet(A)",1
"CIT15GS1","tet(A)",1
"CIV142E6","tet(A)",1
"44341_4_275","tet(A)",1
"44341_3_310","tet(A)",1
"CIU145B1","tet(A)",1
"CIV143E2","tet(A)",1
"CIT15FH1","tet(A)",1
"CIV147E3","tet(A)",1
"CIT15EB1","tet(A)",1
"CIV13PE7","tet(A)",1
"CIV13XE8","tet(A)",1
"44341_3_304","tet(A)",1
