Isolate_ID,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
ERR10123167_assembly_contigs,NA,NODE_38_length_13472_cov_97.699858_ERR10123167,1468,2268,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR10123167_assembly_contigs,NA,NODE_38_length_13472_cov_97.699858_ERR10123167,2332,3144,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR10123167_assembly_contigs,NA,NODE_42_length_5975_cov_94.004561_ERR10123167,4458,5099,+,qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_014386481.1,quinolone resistance pentapeptide repeat protein QnrB1,NA,NA
ERR10123167_assembly_contigs,NA,NODE_44_length_5784_cov_99.260953_ERR10123167,4838,5695,-,aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557454.1,aminoglycoside N-acetyltransferase AAC(3)-IId,NA,NA
ERR10123167_assembly_contigs,NA,NODE_45_length_4708_cov_98.537933_ERR10123167,3172,3729,-,dfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,186,186,100,100,186,WP_001143450.1,trimethoprim-resistant dihydrofolate reductase DfrA23,NA,NA
ERR10123167_assembly_contigs,NA,NODE_46_length_4668_cov_101.682194_ERR10123167,550,1413,-,blaSCO-1,class A beta-lactamase SCO-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,288,288,100,100,288,WP_004197546.1,class A beta-lactamase SCO-1,NA,NA
ERR10123167_assembly_contigs,NA,NODE_48_length_4295_cov_98.412736_ERR10123167,323,772,+,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100,100,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
ERR10123167_assembly_contigs,NA,NODE_48_length_4295_cov_98.412736_ERR10123167,1096,2352,+,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100,100,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
ERR10123167_assembly_contigs,NA,NODE_48_length_4295_cov_98.412736_ERR10123167,2620,3417,+,blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,266,266,100,100,266,WP_000846390.1,oxacillin-hydrolyzing class D beta-lactamase OXA-10,NA,NA
ERR10123167_assembly_contigs,NA,NODE_48_length_4295_cov_98.412736_ERR10123167,3437,4225,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001209508.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR10123167_assembly_contigs,NA,NODE_49_length_4232_cov_96.575293_ERR10123167,122,1024,+,mph(A),Mph(A) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,301,301,100,100,301,WP_000219391.1,Mph(A) family macrolide 2'-phosphotransferase,NA,NA
ERR10123167_assembly_contigs,NA,NODE_52_length_3051_cov_250.081442_ERR10123167,474,1346,-,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
ERR10123167_assembly_contigs,NA,NODE_53_length_2293_cov_89.348079_ERR10123167,57,497,-,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
ERR10123167_assembly_contigs,NA,NODE_53_length_2293_cov_89.348079_ERR10123167,638,1465,-,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
ERR10123167_assembly_contigs,NA,NODE_53_length_2293_cov_89.348079_ERR10123167,1599,2150,-,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
ERR10123167_assembly_contigs,NA,NODE_56_length_1864_cov_102.847982_ERR10123167,111,899,-,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206356.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,NA,NA
ERR10123167_assembly_contigs,NA,NODE_56_length_1864_cov_102.847982_ERR10123167,1310,1804,-,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,165,165,100,100,165,WP_001083725.1,trimethoprim-resistant dihydrofolate reductase DfrA12,NA,NA
ERR10123167_assembly_contigs,NA,NODE_60_length_1316_cov_187.893735_ERR10123167,112,456,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR10123167_assembly_contigs,NA,NODE_60_length_1316_cov_187.893735_ERR10123167,453,1289,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR10123167_assembly_contigs,NA,NODE_63_length_1120_cov_192.876056_ERR10123167,193,1050,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR10123168_assembly_contigs,NA,NODE_39_length_13472_cov_92.354997_ERR10123168,632,1465,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR10123168_assembly_contigs,NA,NODE_39_length_13472_cov_92.354997_ERR10123168,1468,2268,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR10123168_assembly_contigs,NA,NODE_39_length_13472_cov_92.354997_ERR10123168,2332,3144,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR10123168_assembly_contigs,NA,NODE_43_length_5975_cov_94.335135_ERR10123168,4458,5099,+,qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_014386481.1,quinolone resistance pentapeptide repeat protein QnrB1,NA,NA
ERR10123168_assembly_contigs,NA,NODE_45_length_5784_cov_108.300052_ERR10123168,90,947,+,aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557454.1,aminoglycoside N-acetyltransferase AAC(3)-IId,NA,NA
ERR10123168_assembly_contigs,NA,NODE_46_length_4839_cov_101.137751_ERR10123168,3172,3729,-,dfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,186,186,100,100,186,WP_001143450.1,trimethoprim-resistant dihydrofolate reductase DfrA23,NA,NA
ERR10123168_assembly_contigs,NA,NODE_47_length_4668_cov_94.532924_ERR10123168,3256,4119,+,blaSCO-1,class A beta-lactamase SCO-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,288,288,100,100,288,WP_004197546.1,class A beta-lactamase SCO-1,NA,NA
ERR10123168_assembly_contigs,NA,NODE_51_length_4295_cov_102.500000_ERR10123168,71,859,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001209508.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR10123168_assembly_contigs,NA,NODE_51_length_4295_cov_102.500000_ERR10123168,879,1676,-,blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,266,266,100,100,266,WP_000846390.1,oxacillin-hydrolyzing class D beta-lactamase OXA-10,NA,NA
ERR10123168_assembly_contigs,NA,NODE_51_length_4295_cov_102.500000_ERR10123168,1944,3200,-,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100,100,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
ERR10123168_assembly_contigs,NA,NODE_51_length_4295_cov_102.500000_ERR10123168,3524,3973,-,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100,100,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
ERR10123168_assembly_contigs,NA,NODE_52_length_4234_cov_98.707586_ERR10123168,3209,4111,-,mph(A),Mph(A) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,301,301,100,100,301,WP_000219391.1,Mph(A) family macrolide 2'-phosphotransferase,NA,NA
ERR10123168_assembly_contigs,NA,NODE_54_length_3051_cov_267.489319_ERR10123168,1706,2578,+,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
ERR10123168_assembly_contigs,NA,NODE_56_length_2292_cov_93.653107_ERR10123168,56,496,-,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
ERR10123168_assembly_contigs,NA,NODE_56_length_2292_cov_93.653107_ERR10123168,637,1464,-,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
ERR10123168_assembly_contigs,NA,NODE_56_length_2292_cov_93.653107_ERR10123168,1598,2149,-,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
ERR10123168_assembly_contigs,NA,NODE_59_length_1864_cov_109.315091_ERR10123168,111,899,-,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206356.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,NA,NA
ERR10123168_assembly_contigs,NA,NODE_59_length_1864_cov_109.315091_ERR10123168,1310,1804,-,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,165,165,100,100,165,WP_001083725.1,trimethoprim-resistant dihydrofolate reductase DfrA12,NA,NA
ERR10123168_assembly_contigs,NA,NODE_63_length_1316_cov_183.631245_ERR10123168,28,864,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR10123168_assembly_contigs,NA,NODE_63_length_1316_cov_183.631245_ERR10123168,861,1205,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR10123168_assembly_contigs,NA,NODE_66_length_1120_cov_193.783099_ERR10123168,193,1050,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR10125140_assembly_contigs,NA,NODE_26_length_42465_cov_75.795213_ERR10125140,40946,41587,+,qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_014386481.1,quinolone resistance pentapeptide repeat protein QnrB1,NA,NA
ERR10125140_assembly_contigs,NA,NODE_33_length_13472_cov_72.716628_ERR10125140,10329,11141,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR10125140_assembly_contigs,NA,NODE_33_length_13472_cov_72.716628_ERR10125140,11205,12005,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR10125140_assembly_contigs,NA,NODE_33_length_13472_cov_72.716628_ERR10125140,12008,12841,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR10125140_assembly_contigs,NA,NODE_38_length_5784_cov_82.554722_ERR10125140,4838,5695,-,aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557454.1,aminoglycoside N-acetyltransferase AAC(3)-IId,NA,NA
ERR10125140_assembly_contigs,NA,NODE_39_length_4668_cov_73.326487_ERR10125140,550,1413,-,blaSCO-1,class A beta-lactamase SCO-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,288,288,100,100,288,WP_004197546.1,class A beta-lactamase SCO-1,NA,NA
ERR10125140_assembly_contigs,NA,NODE_40_length_4656_cov_74.434253_ERR10125140,3172,3729,-,dfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,186,186,100,100,186,WP_001143450.1,trimethoprim-resistant dihydrofolate reductase DfrA23,NA,NA
ERR10125140_assembly_contigs,NA,NODE_43_length_4295_cov_77.318632_ERR10125140,323,772,+,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100,100,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
ERR10125140_assembly_contigs,NA,NODE_43_length_4295_cov_77.318632_ERR10125140,1096,2352,+,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100,100,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
ERR10125140_assembly_contigs,NA,NODE_43_length_4295_cov_77.318632_ERR10125140,2620,3417,+,blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,266,266,100,100,266,WP_000846390.1,oxacillin-hydrolyzing class D beta-lactamase OXA-10,NA,NA
ERR10125140_assembly_contigs,NA,NODE_43_length_4295_cov_77.318632_ERR10125140,3437,4225,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001209508.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR10125140_assembly_contigs,NA,NODE_44_length_4236_cov_75.850275_ERR10125140,124,1026,+,mph(A),Mph(A) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,301,301,100,100,301,WP_000219391.1,Mph(A) family macrolide 2'-phosphotransferase,NA,NA
ERR10125140_assembly_contigs,NA,NODE_46_length_3051_cov_214.657877_ERR10125140,1706,2578,+,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
ERR10125140_assembly_contigs,NA,NODE_50_length_1864_cov_85.448867_ERR10125140,61,555,+,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,165,165,100,100,165,WP_001083725.1,trimethoprim-resistant dihydrofolate reductase DfrA12,NA,NA
ERR10125140_assembly_contigs,NA,NODE_50_length_1864_cov_85.448867_ERR10125140,966,1754,+,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206356.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,NA,NA
ERR10125140_assembly_contigs,NA,NODE_52_length_1316_cov_153.670896_ERR10125140,112,456,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR10125140_assembly_contigs,NA,NODE_52_length_1316_cov_153.670896_ERR10125140,453,1289,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR10125140_assembly_contigs,NA,NODE_55_length_1120_cov_148.866667_ERR10125140,71,928,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR10176866_assembly_contigs,NA,NODE_37_length_13472_cov_101.544831_ERR10176866,10329,11141,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR10176866_assembly_contigs,NA,NODE_37_length_13472_cov_101.544831_ERR10176866,11205,12005,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR10176866_assembly_contigs,NA,NODE_37_length_13472_cov_101.544831_ERR10176866,12008,12841,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR10176866_assembly_contigs,NA,NODE_41_length_5975_cov_107.998480_ERR10176866,877,1518,-,qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_014386481.1,quinolone resistance pentapeptide repeat protein QnrB1,NA,NA
ERR10176866_assembly_contigs,NA,NODE_43_length_5784_cov_117.339850_ERR10176866,90,947,+,aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557454.1,aminoglycoside N-acetyltransferase AAC(3)-IId,NA,NA
ERR10176866_assembly_contigs,NA,NODE_44_length_4708_cov_111.219213_ERR10176866,3172,3729,-,dfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,186,186,100,100,186,WP_001143450.1,trimethoprim-resistant dihydrofolate reductase DfrA23,NA,NA
ERR10176866_assembly_contigs,NA,NODE_45_length_4668_cov_107.481050_ERR10176866,3256,4119,+,blaSCO-1,class A beta-lactamase SCO-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,288,288,100,100,288,WP_004197546.1,class A beta-lactamase SCO-1,NA,NA
ERR10176866_assembly_contigs,NA,NODE_49_length_4295_cov_118.088208_ERR10176866,71,859,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001209508.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR10176866_assembly_contigs,NA,NODE_49_length_4295_cov_118.088208_ERR10176866,879,1676,-,blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,266,266,100,100,266,WP_000846390.1,oxacillin-hydrolyzing class D beta-lactamase OXA-10,NA,NA
ERR10176866_assembly_contigs,NA,NODE_49_length_4295_cov_118.088208_ERR10176866,1944,3200,-,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100,100,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
ERR10176866_assembly_contigs,NA,NODE_49_length_4295_cov_118.088208_ERR10176866,3524,3973,-,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100,100,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
ERR10176866_assembly_contigs,NA,NODE_50_length_4232_cov_103.613838_ERR10176866,122,1024,+,mph(A),Mph(A) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,301,301,100,100,301,WP_000219391.1,Mph(A) family macrolide 2'-phosphotransferase,NA,NA
ERR10176866_assembly_contigs,NA,NODE_51_length_3051_cov_284.723965_ERR10176866,1706,2578,+,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
ERR10176866_assembly_contigs,NA,NODE_53_length_2292_cov_101.799732_ERR10176866,56,496,-,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
ERR10176866_assembly_contigs,NA,NODE_53_length_2292_cov_101.799732_ERR10176866,637,1464,-,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
ERR10176866_assembly_contigs,NA,NODE_53_length_2292_cov_101.799732_ERR10176866,1598,2149,-,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
ERR10176866_assembly_contigs,NA,NODE_56_length_1864_cov_131.290216_ERR10176866,111,899,-,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206356.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,NA,NA
ERR10176866_assembly_contigs,NA,NODE_56_length_1864_cov_131.290216_ERR10176866,1310,1804,-,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,165,165,100,100,165,WP_001083725.1,trimethoprim-resistant dihydrofolate reductase DfrA12,NA,NA
