isolate_id,run_accession,XDR_genomic_profile,genomic_determinants
ERR12552377,ERR12552377,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR11896635,ERR11896635,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR9079508,ERR9079508,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR9420153,ERR9420153,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR10117717,ERR10117717,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR6806600,ERR6806600,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR7197757,ERR7197757,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR6806028,ERR6806028,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR9288082,ERR9288082,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR11455881,ERR11455881,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR6806632,ERR6806632,1,blaTEM-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR4451478,ERR4451478,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR12302226,ERR12302226,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR12552384,ERR12552384,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR12067334,ERR12067334,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR10880424,ERR10880424,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR10123158,ERR10123158,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR10176869,ERR10176869,1,blaSCO-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR10880230,ERR10880230,1,blaSCO-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR11453719,ERR11453719,1,blaSCO-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR10880157,ERR10880157,1,blaSCO-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR11872767,ERR11872767,1,blaSCO-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR6752889,ERR6752889,1,blaSCO-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR9288143,ERR9288143,1,blaSCO-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR5751308,ERR5751308,0,blaSCO-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; blaTEM-63; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR4399358,ERR4399358,0,blaSCO-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaSHV-5; blaTEM-131; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR4399957,ERR4399957,0,blaSCO-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaSHV-5; blaTEM-131; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR4399362,ERR4399362,0,blaSCO-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaTEM-131; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
SRR13833609,SRR13833609,0,
SRR13719289,SRR13719289,0,qnrB19; sul2
SRR13719614,SRR13719614,0,qnrB19
SRR13313312,SRR13313312,0,qnrB19
SRR13313295,SRR13313295,0,
SRR13719196,SRR13719196,0,qnrB19
SRR13277434,SRR13277434,0,qnrB19
SRR13277416,SRR13277416,0,qnrB19
SRR13277412,SRR13277412,0,qnrB19
SRR13311773,SRR13311773,0,qnrB19
SRR13313309,SRR13313309,0,
SRR27481822,SRR27481822,0,qnrB19
SRR27481651,SRR27481651,0,qnrB19
SRR27481649,SRR27481649,0,qnrB19
SRR27481520,SRR27481520,0,qnrB19
SRR27481815,SRR27481815,0,qnrB19
SRR7130368,SRR7130368,0,qnrB19
SRR7130370,SRR7130370,0,qnrB19
SRR7130371,SRR7130371,0,qnrB19
SRR13312061,SRR13312061,0,qnrB19
SRR7130369,SRR7130369,0,qnrB19
ERR4400834,ERR4400834,0,gyrA_S83F
ERR4338896,ERR4338896,0,gyrA_S83F
ERR4338560,ERR4338560,0,gyrA_S83F
SRR1106479,SRR1106479,0,gyrA_S83F
ERR3581536,ERR3581536,0,
SRR8369293,SRR8369293,0,
SRR7842526,SRR7842526,0,
SRR8297279,SRR8297279,0,
SRR7850690,SRR7850690,0,
SRR7884719,SRR7884719,0,
SRR8350305,SRR8350305,0,
SRR15853458,SRR15853458,0,dfrA1; sul2; aph(3'')-Ib; aph(6)-Id
SRR21224019,SRR21224019,0,
SRR20212638,SRR20212638,0,
SRR8706049,SRR8706049,0,
SRR16227977,SRR16227977,0,
ERR4399344,ERR4399344,0,
SRR7841631,SRR7841631,0,
SRR22691594,SRR22691594,0,
SRR16301618,SRR16301618,0,
ERR10109287,ERR10109287,0,
ERR9680890,ERR9680890,0,
SRR14921286,SRR14921286,0,floR; dfrA15; dfrA17; qnrB19; tet(A); sul1; aac(3)-VIa; aadA1; aadA5; aph(3')-Ia; qacEdelta1
SRR28295566,SRR28295566,0,qnrB19
ERR4145363,ERR4145363,0,floR; dfrA15; dfrA17; qnrB19; tet(A); aac(3)-VIa; aadA1; aadA5; aph(3')-Ia; qacEdelta1
ERR4145392,ERR4145392,0,floR; dfrA15; dfrA17; qnrB19; tet(A); aac(3)-VIa; aadA1; aadA5; aph(3')-Ia; qacEdelta1
ERR4145410,ERR4145410,0,floR; dfrA15; dfrA17; qnrB19; tet(A); aac(3)-VIa; aadA1; aadA5; aph(3')-Ia; qacEdelta1
ERR4145345,ERR4145345,0,floR; dfrA15; dfrA17; qnrB19; tet(A); sul1; aac(3)-VIa; aadA1; aadA5; aph(3')-Ia; qacEdelta1
SRR8325561,SRR8325561,0,qnrB19
SRR8293522,SRR8293522,0,qnrB19
ERR4145388,ERR4145388,0,qnrB19
ERR4145353,ERR4145353,0,qnrB19
SRR10326268,SRR10326268,0,qnrB19
SRR9627787,SRR9627787,0,qnrB19
SRR27762886,SRR27762886,0,qnrB19
SRR10992537,SRR10992537,0,qnrB19
SRR1646109,SRR1646109,0,qnrB19
SRR7427053,SRR7427053,0,blaLAP-2; catA1; dfrA1; qnrB19; qnrS1; tet(A); sul1; aadA1; qacEdelta1
SRR8503644,SRR8503644,0,qnrB19
SRR7457932,SRR7457932,0,qnrB19
SRR2917137,SRR2917137,0,blaCTX-M-2; qnrB19; sul1; aac(3)-VIa; aadA1; qacEdelta1; ramR_T18P
SRR2917139,SRR2917139,0,blaCTX-M-2; qnrB19; sul1; aac(3)-VIa; aadA1; qacEdelta1; ramR_T18P
SRR3137069,SRR3137069,0,blaCTX-M-2; qnrB19; sul1; aac(3)-VIa; aadA1; qacEdelta1; ramR_T18P
SRR6107195,SRR6107195,0,blaCTX-M-2; qnrB19; sul1; aac(3)-VIa; aadA1; qacEdelta1; ramR_T18P
SRR2917138,SRR2917138,0,blaCTX-M-2; qnrB19; sul1; aac(3)-VIa; aadA1; qacEdelta1; ramR_T18P
SRR2917136,SRR2917136,0,blaCTX-M-2; qnrB19; sul1; aac(3)-VIa; aadA1; qacEdelta1
SRR5084265,SRR5084265,0,qnrB19; sul1; aac(3)-VIa; aadA1; qacEdelta1
SRR5121494,SRR5121494,0,qnrB19; sul1; aadA1; qacEdelta1; ramR_T18P
SRR3001933,SRR3001933,0,blaCTX-M-2; qnrB19; sul1; aac(3)-VIa; aadA1; qacEdelta1
SRR5121497,SRR5121497,0,blaCTX-M-2; qnrB19; sul1; aac(3)-VIa; aadA1; qacEdelta1
SRR2917140,SRR2917140,0,blaCTX-M-2; qnrB19; sul1; aac(3)-VIa; aadA1; qacEdelta1
ERR10368770,ERR10368770,0,blaCTX-M-2; qnrB19; sul1; aac(3)-VIa; aadA1; qacEdelta1
ERR160996,ERR160996,0,qnrB19
SRR5056398,SRR5056398,0,qnrB19
ERR3635287,ERR3635287,0,qnrB19
SRR22175068,SRR22175068,0,qnrB19
SRR21787058,SRR21787058,0,qnrB19
SRR21787324,SRR21787324,0,qnrB19
SRR26858817,SRR26858817,0,qnrB19
SRR27185117,SRR27185117,0,qnrB19
SRR21535455,SRR21535455,0,qnrB19
SRR21535466,SRR21535466,0,qnrB19
SRR26050334,SRR26050334,0,qnrB19
SRR5379276,SRR5379276,0,qnrB19
SRR6457657,SRR6457657,0,qnrB19
SRR14360286,SRR14360286,0,qnrB
SRR8137438,SRR8137438,0,qnrB19
ERR3635266,ERR3635266,0,
SRR1973602,SRR1973602,0,
SRR3002514,SRR3002514,0,
SRR7467291,SRR7467291,0,qnrB19
ERR4400884,ERR4400884,1,blaSCO-1; blaOXA-10; cmlA5; floR; dfrA23; blaTEM-63; gyrA_D87N; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR4399363,ERR4399363,1,blaSCO-1; blaOXA-10; cmlA5; floR; dfrA23; blaTEM-63; gyrA_D87N; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR4401298,ERR4401298,1,blaSCO-1; blaOXA-10; cmlA5; floR; dfrA23; blaTEM-63; gyrA_D87N; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR4400265,ERR4400265,1,blaSCO-1; blaOXA-10; cmlA5; floR; dfrA23; blaTEM-63; gyrA_D87N; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR4401598,ERR4401598,1,blaSCO-1; blaOXA-10; cmlA5; floR; dfrA23; blaTEM-63; gyrA_D87N; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR4401297,ERR4401297,1,blaSCO-1; blaOXA-10; cmlA5; floR; dfrA23; blaTEM-63; gyrA_D87N; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR4401299,ERR4401299,1,blaSCO-1; blaOXA-10; cmlA5; floR; dfrA23; blaTEM-63; gyrA_D87N; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR6806710,ERR6806710,0,
SRR952929,SRR952929,0,
SRR7292863,SRR7292863,0,
SRR1966891,SRR1966891,0,
SRR1967735,SRR1967735,0,
BKRRJK,ERR16714671,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
CAAQIG,ERR16714673,1,blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
CAAS99,ERR16714678,1,blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
CAAYM5,ERR16714682,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
CNS4NS,ERR16714724,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
CNSNZ2,ERR16714731,1,blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1
ERR4401589,ERR4401589,0,
SRR1106363,SRR1106363,0,
SRR1643104,SRR1643104,0,
SRR1810522,SRR1810522,0,
SRR2173991,SRR2173991,0,
SRR26463587,SRR26463587,0,
SRR2961321,SRR2961321,0,
SRR3322715,SRR3322715,0,
SRR5799674,SRR5799674,0,
SRR6684992,SRR6684992,0,
SRR6685117,SRR6685117,0,
SRR7292689,SRR7292689,0,
