isolate_id,44341_3_304,44341_3_305,44341_3_281,CIV13XE8,44341_3_128,44341_3_131,44341_3_136,CIV13PE7,CIT159B1,CIT15EB1,CIS153C1,CIV147E3,CIT15FH1,CIV143E2,CIU145B1,44341_3_310,CIV13XE2,44341_4_275,CIT15FB1,CIV13XU1,CIV142E6,CIV143U1,CIV143E9,CNS1F3,CAAYSI,CIT15GS1,CIV13RE2,CIV141E6,CIS15HB1,CIV140U1,CIV140E4,CIV140E7,CAAXQV,CIV13UE4,CIS15MR1,CIV13YE6,CIV143E4,CIV13XE5,CIT15GH1,CIV140E1,CIV140E6,CIU13XS1,CIV146E8,CIU149H1,CIV144E6,CIV13VE5,CIV13YE8,CIV144U1,CNSP0U,CNSKFP,CNSLL4,ERR9941258,ERR9929342,ERR9966382,CLL3JA,CNS7YP,BKRRIF,CNS6QU,44341_3_96,44341_3_21,BKRMVD,CAAYDF,CAAXBN,44341_3_165,44341_3_262,44341_3_265,44341_4_286,44341_3_268,44341_3_280,CAAP2A,CNSFP4,CNSDXZ,CAAQXB,CAAR9T,CAAQUT,CAARE3,CLL6CH,ERR10438737,ERR10113269,ERR6752971,ERR5751227,ERR9976609,ERR11219800,ERR12142619,ERR11747325,ERR11502778,ERR7197834,ERR9079758,ERR6806255,ERR6805990,ERR6806776,ERR5750995,ERR6806749,ERR6805998,ERR6806833,ERR12080226,ERR12321283,ERR12321282,ERR12067314,ERR12321281,ERR12142634,ERR6753111,ERR6806796,ERR6806789,ERR9971918,ERR7197741,ERR5751808,ERR12321280,ERR9692774,ERR6752863,SRR9273829,ERR9079830,ERR10880116,ERR5751304,ERR6806714,ERR5751296,ERR4451427,ERR6806125,ERR6806317,ERR12067371,ERR6806075,ERR10176870,ERR10460856,ERR10460902,ERR6806726,ERR12078572,ERR11747320,ERR12495482,ERR5751726,ERR6806512,ERR9924209,ERR10460483,ERR9785511,ERR10087012,ERR9079768,ERR9822149,ERR9822145,ERR9822146,ERR9785509,ERR10176872,ERR9966389,ERR10460765,ERR10109275,ERR11807704,ERR10109276,ERR9785510,ERR9820422,ERR10880181,ERR10088101,ERR12312688,ERR11201827,ERR12312689,ERR12495485,ERR12312692,ERR10123168,ERR10123167,ERR9966387,ERR10949310,ERR10460875,ERR9966390,ERR10176866,ERR10460687,ERR12078573,ERR9785512,ERR12165616,ERR10460887,ERR10880335,ERR10880156,ERR10880377,ERR10088105,ERR12321284,ERR9966388,ERR10026000,ERR9822144,ERR10088104,ERR10088102,ERR9822151,ERR10109255,ERR11810274,ERR9966386,ERR12259395,ERR12091513,ERR10125140,ERR10949303,ERR10109277,ERR10087013,ERR12146144,ERR11219811,ERR11420238,ERR11437918,ERR11807709,ERR10880183,ERR10880311,ERR10109274,ERR12552381,ERR12552377,ERR11896635,ERR9079508,ERR9420153,ERR10117717,ERR6806600,ERR7197757,ERR6806028,ERR9288082,ERR11455881,ERR6806632,ERR4451478,ERR12302226,ERR12552384,ERR12067334,ERR10880424,ERR10123158,ERR10176869,ERR10880230,ERR11453719,ERR10880157,ERR11872767,ERR6752889,ERR9288143,ERR5751308,ERR4399358,ERR4399957,ERR4399362,SRR13833609,SRR13719289,SRR13719614,SRR13313312,SRR13313295,SRR13719196,SRR13277434,SRR13277416,SRR13277412,SRR13311773,SRR13313309,SRR27481822,SRR27481651,SRR27481649,SRR27481520,SRR27481815,SRR7130368,SRR7130370,SRR7130371,SRR13312061,SRR7130369,ERR4400834,ERR4338896,ERR4338560,SRR1106479,ERR3581536,SRR8369293,SRR7842526,SRR8297279,SRR7850690,SRR7884719,SRR8350305,SRR15853458,SRR21224019,SRR20212638,SRR8706049,SRR16227977,ERR4399344,SRR7841631,SRR22691594,SRR16301618,ERR10109287,ERR9680890,SRR14921286,SRR28295566,ERR4145363,ERR4145392,ERR4145410,ERR4145345,SRR8325561,SRR8293522,ERR4145388,ERR4145353,SRR10326268,SRR9627787,SRR27762886,SRR10992537,SRR1646109,SRR7427053,SRR8503644,SRR7457932,SRR2917137,SRR2917139,SRR3137069,SRR6107195,SRR2917138,SRR2917136,SRR5084265,SRR5121494,SRR3001933,SRR5121497,SRR2917140,ERR10368770,ERR160996,SRR5056398,ERR3635287,SRR22175068,SRR21787058,SRR21787324,SRR26858817,SRR27185117,SRR21535455,SRR21535466,SRR26050334,SRR5379276,SRR6457657,SRR14360286,SRR8137438,ERR3635266,SRR1973602,SRR3002514,SRR7467291,ERR4400884,ERR4399363,ERR4401298,ERR4400265,ERR4401598,ERR4401297,ERR4401299,ERR6806710,SRR952929,SRR7292863,SRR1966891,SRR1967735
SRR10992537,10353,10353,10353,10353,10355,10354,10354,10354,10353,10353,10354,10353,10353,10353,10353,10354,10354,10353,10354,10354,10349,10345,10353,10121,10345,10353,10353,10353,10351,10353,10349,10353,10353,10353,10353,10353,10353,10353,10353,10353,10345,10353,10350,10353,10353,10353,10353,10353,10366,10321,10125,10357,10357,10359,10189,10358,10358,10358,10298,10357,10321,10352,10217,10357,10358,10358,10358,10358,10358,10350,9729,10361,10134,10357,10357,10356,9964,10333,10336,10334,10333,10340,10330,10337,10348,10343,10300,10339,10351,10280,10339,10339,10340,10339,10338,10280,10338,10338,10339,10349,10344,10340,10341,10340,10337,10339,10340,10334,10332,10328,10269,10336,10334,10372,10335,10332,10332,10332,10330,10385,10365,10345,10344,10344,10345,10336,10335,10335,10272,10340,10427,10287,10288,10342,10282,10344,10342,10342,10345,10341,10341,10341,10341,10346,10345,10347,10342,10348,10342,10346,10345,10346,10347,10348,10344,10344,10343,10344,10345,10344,10345,10343,10346,10342,10343,10286,10288,10286,10286,10343,10346,10341,10358,10348,10348,10349,10349,10349,10346,10344,10343,10343,10343,10345,10344,10344,10341,10344,10344,10344,10344,10345,10352,10346,10345,10346,10344,10340,10348,10345,10346,10338,10338,10336,10345,10340,10345,10347,10348,10343,10343,10342,10348,10347,10352,10349,10348,10343,10333,10276,10266,10266,10249,10268,2791,2826,2456,2807,2791,2790,2803,2802,2795,2791,2626,2624,2628,2623,2625,2759,2761,2760,2812,2768,2042,2040,2048,2040,2120,2117,2017,2015,2016,2015,2015,2029,2030,2071,2026,2042,2040,2052,2044,2059,1361,1363,56,57,39,33,35,39,27,28,27,28,25,37,33,0,17,24,29,23,6882,6912,6951,6936,6962,6867,6939,6936,6844,6942,6977,6948,6600,6519,6583,6597,6590,6583,6598,6585,6595,6595,6595,6582,6605,6608,6615,6535,6599,6595,6606,6609,6608,6616,6615,6615,6630,6628,6585,6583,6574,7119,7084
SRR1646109,10445,10446,10446,10446,10448,10446,10446,10447,10446,10446,10447,10446,10446,10446,10446,10446,10447,10446,10447,10447,10442,10438,10446,10216,10438,10446,10446,10446,10444,10446,10442,10446,10446,10446,10446,10446,10446,10446,10446,10446,10438,10446,10443,10446,10446,10446,10446,10446,10459,10414,10220,10450,10450,10452,10280,10451,10451,10451,10389,10450,10413,10445,10314,10450,10451,10451,10451,10451,10450,10443,9822,10454,10222,10451,10451,10450,10055,10360,10358,10428,10427,10434,10424,10431,10442,10437,10394,10433,10445,10373,10433,10433,10434,10433,10432,10372,10432,10432,10433,10443,10438,10362,10363,10434,10431,10433,10434,10370,10382,10374,10294,10358,10356,10466,10429,10426,10425,10426,10351,10407,10461,10439,10438,10438,10439,10430,10428,10427,10361,10434,10521,10381,10382,10437,10376,10439,10437,10437,10440,10436,10436,10436,10436,10441,10440,10442,10437,10443,10437,10441,10440,10441,10442,10443,10439,10439,10438,10439,10440,10439,10440,10438,10440,10437,10438,10380,10382,10380,10380,10438,10441,10436,10453,10443,10443,10444,10444,10444,10441,10439,10438,10438,10438,10440,10439,10439,10435,10439,10439,10439,10439,10440,10447,10441,10440,10441,10439,10363,10443,10440,10441,10433,10433,10431,10441,10435,10439,10442,10443,10438,10438,10437,10443,10442,10447,10444,10443,10438,10428,10370,10359,10360,10342,10288,2864,2901,2533,2885,2865,2845,2873,2878,2874,2852,2688,2698,2698,2696,2692,2829,2833,2832,2883,2838,2057,2056,2062,2056,2162,2152,2028,2029,2030,2029,2027,2046,2044,2148,2108,2120,2070,2081,2093,2083,1406,1408,96,45,30,26,27,30,19,18,16,18,17,24,23,17,0,14,18,13,6884,6912,6948,6939,6960,6870,6936,6933,6845,6941,6973,6944,6620,6544,6631,6594,6586,6579,6593,6580,6591,6591,6591,6584,6601,6605,6611,6530,6595,6629,6603,6604,6603,6611,6610,6610,6625,6623,6581,6580,6568,7108,7072
SRR7427053,11893,11894,11894,11894,11693,11691,11893,11895,11894,11894,11894,11893,11894,11894,11894,11894,11895,11894,11895,11895,11850,11814,11893,11663,11886,11894,11894,11894,11890,11894,11841,11894,11894,11894,11894,11894,11894,11894,11894,11886,11884,11894,11860,11894,11888,11894,11894,11894,11907,11861,11667,11897,11898,11900,11728,11899,11899,11899,11837,11898,11863,11893,11742,11898,11899,11899,11899,11899,11897,11891,11237,11901,11667,11898,11898,11897,11480,10798,11695,11591,11591,11869,11869,11876,11494,11476,11497,11338,11552,11153,11536,11533,11527,11257,11256,10545,11214,11214,11225,11238,11234,11224,11228,11229,11220,11006,11007,11425,11423,11391,11810,10979,11876,11717,11098,11866,11869,11859,11762,11912,10753,10737,10738,10737,10676,10638,10635,10634,10646,10910,10727,10350,10368,10524,10463,10527,10525,10524,10526,10523,10522,10523,10531,10529,10528,10529,10524,10531,10524,10529,10528,10527,10528,10530,10525,10525,10524,10525,10527,10527,10526,10525,10528,10524,10525,10468,10470,10468,10469,10524,10525,10524,10541,10525,10529,10531,10531,10533,10528,10526,10525,10525,10525,10527,10526,10526,10524,10526,10526,10526,10526,10528,10536,10529,10528,10528,10527,10522,10530,10527,10529,10521,10521,10518,10527,10523,10527,10529,10530,10526,10526,10524,11862,11856,11860,11866,11867,11862,11845,10458,10715,10724,10430,10253,2791,2813,2448,2794,2778,2776,2790,2788,2783,2777,2598,2598,2602,2597,2598,2735,2735,2736,2787,2742,2015,2014,2022,2014,2104,2100,1990,1989,1990,1989,1989,2003,2004,2052,2001,2016,2013,2025,2016,2042,1335,1337,1416,50,1298,1382,1415,1364,20,21,20,21,18,30,26,24,14,0,22,15,7997,8027,8008,8082,8090,7923,7442,8069,7955,8076,8091,7898,6590,6516,6605,6582,6579,6572,6582,6573,6584,6584,6584,6573,6590,6598,6604,6558,6613,6583,6596,6792,6791,6799,6798,6798,6813,6811,6574,6573,6563,7104,7069
SRR8503644,10293,10294,10294,10294,10296,10294,10294,10295,10294,10294,10295,10294,10294,10294,10294,10294,10295,10294,10294,10295,10290,10286,10294,10062,10284,10294,10294,10294,10292,10294,10290,10294,10294,10294,10294,10294,10294,10294,10294,10294,10286,10294,10291,10294,10294,10294,10294,10294,10307,10260,10066,10298,10298,10300,10132,10299,10299,10299,10238,10298,10261,10293,10161,10298,10299,10299,10299,10299,10298,10291,9668,10302,10076,10298,10298,10297,9908,10276,10277,10275,10274,10281,10271,10278,10289,10284,10242,10280,10292,10221,10280,10280,10281,10280,10279,10221,10279,10279,10280,10290,10285,10281,10282,10281,10278,10280,10281,10275,10273,10269,10217,10277,10275,10280,10276,10272,10271,10272,10226,10285,10309,10286,10285,10285,10286,10272,10271,10271,10210,10281,10278,10227,10228,10282,10222,10284,10282,10282,10285,10281,10281,10281,10281,10286,10285,10287,10282,10289,10282,10286,10285,10286,10287,10288,10284,10284,10283,10284,10285,10284,10285,10283,10286,10282,10283,10226,10228,10226,10226,10283,10286,10281,10298,10288,10288,10289,10289,10289,10286,10284,10283,10283,10283,10284,10284,10284,10280,10284,10284,10284,10284,10285,10292,10286,10284,10285,10283,10280,10287,10284,10286,10278,10278,10276,10285,10280,10284,10287,10288,10283,10283,10282,10288,10287,10292,10289,10288,10283,10275,10216,10207,10207,10190,10208,2614,2645,2278,2629,2611,2610,2626,2625,2620,2615,2608,2607,2612,2607,2608,2596,2599,2598,2640,2607,2023,2022,2024,2022,2067,2061,1990,1991,1992,1991,1989,2005,2005,2027,2008,2021,2015,2027,2022,2007,1320,1321,53,53,40,34,34,37,26,27,26,27,24,34,32,29,18,22,0,21,6784,6804,6841,6829,6843,6762,6828,6828,6747,6823,6857,6839,6483,6429,6472,6484,6480,6478,6482,6475,6482,6484,6480,6470,6485,6494,6484,6422,6485,6481,6492,6494,6500,6499,6502,6501,6517,6515,6481,6469,6460,6999,6967
SRR7457932,10390,10390,10390,10390,10392,10391,10391,10391,10390,10390,10391,10390,10390,10390,10390,10391,10391,10390,10391,10391,10386,10382,10390,10161,10382,10390,10390,10390,10388,10390,10386,10390,10390,10390,10390,10390,10390,10390,10390,10390,10382,10390,10387,10390,10390,10390,10390,10390,10403,10358,10166,10394,10394,10396,10227,10395,10395,10395,10334,10394,10357,10389,10258,10394,10395,10395,10395,10395,10395,10387,9766,10398,10168,10394,10394,10393,9994,10374,10373,10371,10370,10377,10367,10374,10385,10380,10338,10376,10388,10316,10376,10376,10377,10376,10375,10316,10375,10375,10376,10386,10381,10377,10378,10377,10374,10376,10377,10371,10369,10365,10306,10373,10371,10409,10372,10369,10369,10369,10366,10422,10405,10382,10381,10381,10382,10373,10372,10372,10305,10377,10464,10324,10325,10380,10319,10382,10380,10380,10383,10379,10379,10379,10379,10384,10383,10385,10380,10386,10380,10384,10383,10384,10385,10386,10382,10382,10381,10382,10383,10382,10383,10381,10384,10380,10381,10323,10325,10323,10323,10381,10384,10379,10396,10386,10386,10387,10387,10387,10384,10382,10381,10381,10381,10383,10382,10382,10378,10382,10382,10382,10382,10383,10390,10384,10383,10384,10382,10378,10386,10383,10384,10376,10376,10374,10384,10378,10383,10385,10386,10381,10381,10380,10386,10385,10390,10387,10386,10381,10371,10313,10302,10302,10285,10304,2816,2851,2487,2833,2816,2813,2829,2827,2821,2816,2636,2634,2638,2632,2634,2772,2771,2769,2822,2778,2049,2050,2058,2048,2138,2134,2024,2023,2024,2023,2023,2037,2038,2089,2035,2050,2047,2059,2049,2077,1369,1372,45,46,32,24,25,29,17,17,21,17,14,30,24,23,13,15,21,0,6896,6921,6960,6950,6977,6882,6953,6949,6857,6957,6985,6961,6612,6534,6596,6606,6603,6596,6606,6596,6608,6608,6608,6598,6613,6621,6628,6543,6611,6605,6620,6617,6616,6624,6623,6623,6638,6636,6598,6597,6580,7120,7084
SRR2917137,8582,8584,8579,8584,8570,8569,8577,8592,8591,8590,8583,8588,8587,8591,8587,8583,8589,8580,8589,8584,8566,8576,8580,8338,8573,8587,8586,8585,8581,8589,8567,8585,8589,8587,8589,8589,8586,8589,8589,8589,8575,8589,8576,8587,8585,8577,8589,8589,8596,8568,8374,8586,8581,8588,8424,8593,8593,8593,8526,8587,8547,8588,8421,8589,8586,8587,8587,8589,8586,8366,7970,8596,8335,8591,8371,8370,8195,8342,8339,8422,8415,8325,8337,8341,8347,8330,8314,8335,8351,8259,8330,8328,8324,8236,8239,8046,8322,8322,8322,8344,8330,8311,8315,8322,8316,8322,8315,8247,8239,8219,8280,8307,8332,8336,8113,8297,8304,8296,8346,8352,8145,8124,8128,8125,8192,7934,7934,7935,8052,8112,8022,8042,8058,8021,7971,8032,8029,8028,8031,8014,8025,8017,8029,8030,8024,8032,8022,8025,8027,8030,8030,8031,8034,8032,8020,8023,8029,8030,8023,8029,8021,8019,8027,8028,8024,7957,7961,7959,7961,8026,8035,8028,8041,8029,8038,8032,8038,8026,8030,8031,8029,8027,8025,7983,8023,8019,8025,8028,8030,8031,8031,8030,8029,8023,8029,7978,8028,8026,8029,8024,8025,8016,8020,8012,8030,8020,8024,8030,8035,8028,8019,8024,8345,8343,8350,8359,8356,8350,8336,7893,7959,7957,7928,7929,6670,6782,4792,6781,6748,6721,6788,6777,6748,6752,6654,6656,6653,6650,6656,6631,6633,6644,6710,6650,6578,6575,6497,6559,6292,6256,6411,6412,6441,6419,6420,6444,6440,6613,6528,6563,6487,6472,6551,6484,6193,6200,7313,6907,7073,7077,7346,7236,6895,6872,6904,6890,6905,6914,6937,6882,6884,7997,6784,6896,0,0,0,15,1,0,9,13,2,2,3,24,356,354,420,423,422,422,424,421,425,425,423,415,368,383,381,417,410,363,382,415,412,411,415,414,426,426,385,372,387,1136,1127
SRR2917139,8667,8671,8664,8667,8654,8653,8655,8673,8672,8671,8666,8669,8670,8672,8668,8669,8670,8665,8670,8667,8648,8658,8664,8421,8657,8671,8668,8670,8663,8671,8651,8669,8673,8671,8671,8671,8670,8671,8671,8671,8657,8673,8660,8671,8669,8659,8670,8671,8680,8649,8451,8670,8664,8672,8504,8676,8674,8677,8611,8673,8629,8669,8504,8674,8670,8673,8672,8674,8671,8436,8049,8679,8410,8672,8441,8439,8274,8415,8415,8496,8487,8397,8408,8412,8417,8403,8385,8404,8421,8329,8401,8401,8395,8295,8297,8112,8393,8392,8394,8414,8401,8382,8388,8395,8385,8391,8387,8304,8296,8277,8351,8376,8404,8405,8184,8369,8375,8367,8423,8419,8212,8195,8201,8198,8262,7982,7981,7981,8124,8181,8069,8101,8121,8077,8030,8090,8088,8088,8088,8074,8084,8077,8088,8089,8083,8089,8079,8084,8086,8089,8089,8090,8092,8092,8079,8083,8085,8087,8083,8086,8080,8076,8087,8086,8084,8018,8021,8019,8021,8084,8096,8084,8099,8089,8094,8091,8094,8085,8089,8087,8088,8086,8085,8030,8081,8078,8085,8087,8088,8089,8089,8089,8088,8082,8089,8028,8087,8084,8088,8083,8084,8076,8079,8071,8089,8079,8083,8089,8094,8087,8078,8083,8415,8416,8423,8431,8429,8423,8406,7943,8015,8010,7984,7983,6697,6809,4803,6808,6774,6745,6816,6806,6775,6780,6688,6690,6688,6685,6690,6654,6653,6665,6733,6669,6605,6602,6512,6580,6300,6264,6425,6424,6456,6436,6435,6459,6456,6629,6550,6590,6503,6487,6578,6498,6220,6233,7342,6932,7094,7099,7376,7266,6926,6903,6932,6920,6936,6942,6968,6912,6912,8027,6804,6921,0,0,0,15,1,0,9,9,2,3,3,24,366,364,430,433,432,432,434,431,435,435,433,425,378,393,392,428,420,373,392,426,424,423,427,425,439,439,395,382,397,1150,1141
SRR3137069,8766,8768,8763,8768,8753,8752,8749,8774,8773,8772,8767,8770,8771,8773,8769,8768,8771,8764,8771,8768,8749,8759,8765,8522,8758,8772,8769,8770,8764,8772,8752,8770,8774,8772,8772,8772,8770,8772,8772,8772,8758,8774,8761,8772,8770,8759,8771,8772,8781,8750,8553,8770,8765,8772,8598,8777,8775,8778,8710,8770,8729,8770,8602,8773,8769,8772,8771,8773,8770,8530,8148,8780,8508,8769,8531,8529,8375,8512,8502,8593,8586,8489,8501,8505,8507,8492,8474,8494,8512,8420,8492,8490,8486,8385,8388,8197,8484,8483,8484,8505,8490,8473,8477,8484,8476,8481,8476,8397,8389,8369,8444,8466,8492,8499,8277,8461,8467,8460,8425,8514,8302,8281,8287,8284,8352,8071,8071,8072,8214,8272,8160,8191,8205,8167,8120,8181,8178,8177,8178,8163,8174,8166,8178,8179,8173,8179,8169,8174,8176,8179,8179,8180,8181,8181,8168,8172,8176,8177,8172,8176,8170,8166,8176,8175,8173,8107,8111,8109,8111,8174,8186,8175,8190,8178,8185,8181,8185,8174,8179,8178,8178,8176,8174,8118,8172,8168,8173,8177,8179,8179,8180,8179,8178,8172,8178,8115,8177,8175,8178,8173,8174,8165,8169,8161,8179,8169,8172,8179,8184,8177,8168,8173,8508,8507,8514,8523,8520,8514,8499,8031,8097,8094,8067,8064,6789,6905,4871,6903,6867,6837,6910,6900,6869,6874,6771,6773,6771,6768,6773,6724,6720,6744,6819,6747,6686,6683,6593,6662,6372,6334,6506,6503,6537,6513,6512,6544,6537,6713,6629,6671,6584,6568,6660,6583,6283,6295,7386,6971,7122,7128,7419,7296,6966,6943,6961,6949,6976,6982,7009,6951,6948,8008,6841,6960,0,0,0,15,1,0,9,8,2,2,3,24,382,380,447,452,451,451,453,450,454,454,452,444,395,410,411,444,436,390,409,447,443,443,447,446,458,458,412,399,414,1173,1163
SRR6107195,8718,8720,8715,8719,8705,8704,8701,8725,8724,8723,8718,8721,8722,8724,8720,8720,8722,8716,8722,8719,8700,8710,8716,8473,8708,8723,8720,8721,8715,8723,8703,8721,8725,8723,8723,8723,8721,8723,8723,8723,8709,8725,8712,8723,8721,8711,8722,8723,8732,8701,8504,8722,8716,8723,8557,8728,8726,8729,8661,8722,8680,8721,8553,8725,8721,8724,8723,8725,8722,8477,8100,8731,8457,8720,8478,8476,8324,8473,8457,8545,8537,8437,8448,8453,8454,8440,8421,8442,8459,8366,8439,8438,8433,8332,8335,8144,8431,8430,8431,8452,8438,8420,8425,8432,8423,8429,8424,8345,8337,8317,8391,8413,8439,8447,8225,8409,8415,8408,8478,8460,8250,8233,8239,8236,8299,8018,8017,8018,8161,8219,8105,8138,8159,8115,8067,8128,8125,8125,8126,8111,8121,8114,8126,8127,8120,8126,8116,8122,8124,8127,8126,8127,8129,8129,8116,8120,8123,8124,8120,8123,8117,8113,8124,8123,8121,8054,8057,8055,8057,8121,8133,8122,8137,8126,8132,8129,8132,8122,8126,8125,8125,8124,8122,8065,8119,8115,8121,8125,8126,8126,8127,8126,8125,8120,8126,8063,8124,8122,8125,8120,8121,8113,8116,8108,8126,8116,8120,8126,8131,8124,8115,8120,8455,8455,8462,8471,8468,8462,8446,7977,8044,8041,8013,8011,6738,6853,4835,6851,6816,6789,6858,6847,6818,6823,6715,6716,6714,6711,6717,6681,6680,6696,6766,6700,6633,6630,6539,6613,6324,6286,6453,6452,6483,6463,6462,6490,6483,6664,6584,6618,6530,6514,6607,6534,6239,6248,7373,6959,7127,7130,7404,7295,6951,6928,6960,6943,6961,6969,6995,6936,6939,8082,6829,6950,15,15,15,0,14,14,22,39,15,15,16,37,390,388,454,458,457,457,459,456,460,460,458,450,402,417,417,452,444,397,416,454,450,450,453,453,465,465,419,406,421,1174,1165
SRR2917138,8810,8812,8808,8812,8798,8797,8793,8821,8819,8818,8811,8816,8815,8821,8815,8812,8818,8808,8818,8812,8796,8805,8808,8565,8801,8815,8815,8814,8811,8818,8795,8813,8817,8815,8818,8819,8814,8819,8819,8818,8805,8817,8804,8815,8813,8806,8818,8819,8824,8798,8598,8814,8809,8817,8641,8821,8822,8821,8755,8815,8775,8818,8646,8817,8814,8816,8816,8817,8814,8570,8198,8824,8555,8816,8570,8569,8423,8564,8549,8638,8630,8530,8542,8545,8551,8533,8514,8537,8552,8462,8532,8531,8526,8426,8428,8236,8526,8526,8525,8548,8530,8513,8518,8525,8519,8523,8517,8439,8429,8410,8484,8510,8533,8538,8317,8502,8508,8500,8551,8555,8345,8324,8328,8325,8394,8106,8106,8106,8254,8314,8195,8231,8254,8210,8161,8221,8219,8218,8220,8204,8215,8207,8218,8219,8214,8223,8213,8214,8216,8219,8220,8221,8224,8222,8210,8213,8218,8220,8213,8220,8211,8210,8217,8219,8214,8148,8152,8150,8152,8216,8225,8217,8230,8219,8227,8221,8227,8215,8220,8220,8219,8216,8215,8157,8212,8209,8214,8217,8219,8221,8220,8220,8219,8212,8219,8152,8218,8215,8219,8214,8215,8206,8210,8202,8220,8210,8213,8220,8225,8218,8209,8214,8550,8548,8554,8563,8561,8555,8542,8067,8136,8134,8106,8104,6825,6942,4904,6940,6903,6877,6947,6936,6907,6911,6798,6799,6797,6794,6800,6742,6735,6762,6838,6766,6712,6709,6612,6692,6392,6355,6527,6526,6557,6528,6532,6564,6557,6744,6653,6697,6604,6588,6686,6615,6314,6323,7401,6987,7129,7135,7432,7301,6979,6955,6968,6956,6988,6997,7021,6962,6960,8090,6843,6977,1,1,1,14,0,0,8,11,1,1,2,23,387,385,452,458,457,457,459,456,460,460,458,450,400,415,417,450,441,395,414,451,448,447,451,450,462,462,417,404,419,1167,1157
SRR2917136,8590,8593,8588,8594,8578,8578,8583,8600,8599,8598,8592,8596,8597,8598,8595,8592,8597,8587,8597,8594,8574,8583,8590,8350,8583,8597,8594,8595,8592,8597,8577,8595,8599,8597,8597,8597,8596,8597,8597,8597,8583,8599,8586,8597,8595,8583,8597,8597,8606,8575,8380,8595,8591,8598,8423,8603,8601,8603,8535,8596,8559,8596,8439,8597,8593,8595,8596,8597,8594,8363,7988,8605,8344,8601,8371,8370,8202,8340,8334,8420,8413,8321,8333,8336,8340,8324,8308,8327,8347,8254,8326,8322,8320,8219,8222,8041,8317,8317,8318,8339,8324,8308,8310,8318,8310,8315,8310,8227,8221,8200,8276,8302,8334,8333,8113,8293,8298,8292,8276,8345,8142,8120,8126,8122,8191,7908,7908,7910,8050,8110,7998,8028,8042,8004,7958,8018,8016,8014,8015,8000,8011,8003,8015,8016,8010,8016,8006,8011,8013,8017,8016,8017,8018,8018,8005,8008,8013,8014,8009,8013,8007,8004,8013,8012,8010,7943,7947,7946,7948,8011,8022,8013,8027,8015,8023,8018,8022,8012,8016,8015,8015,8013,8011,7959,8010,8006,8010,8014,8017,8016,8018,8017,8016,8008,8015,7955,8014,8012,8016,8011,8012,8002,8006,7999,8015,8007,8008,8016,8021,8015,8005,8010,8340,8339,8346,8354,8352,8344,8332,7868,7941,7938,7909,7915,6641,6753,4783,6752,6717,6690,6758,6749,6721,6724,6631,6633,6631,6626,6634,6604,6597,6613,6681,6620,6549,6546,6457,6532,6272,6237,6371,6371,6402,6381,6381,6404,6399,6578,6501,6536,6450,6433,6523,6450,6167,6177,7294,6889,7062,7063,7328,7223,6881,6858,6896,6878,6891,6900,6924,6867,6870,7923,6762,6882,0,0,0,14,0,0,9,9,0,0,1,22,340,338,403,408,406,405,407,404,409,408,406,398,352,367,366,404,400,347,365,396,396,393,396,395,406,407,370,357,372,1112,1103
SRR5084265,8490,8492,8491,8490,8491,8491,8490,8496,8495,8494,8490,8492,8493,8495,8493,8492,8493,8490,8493,8490,8476,8482,8486,8244,8482,8493,8490,8493,8485,8493,8476,8491,8495,8493,8493,8493,8494,8493,8493,8493,8480,8495,8485,8493,8492,8480,8493,8493,8501,8474,8272,8495,8492,8499,8327,8499,8497,8499,8435,8495,8451,8492,8331,8497,8494,8495,8496,8497,8494,8248,7873,8503,8233,8492,8248,8247,8099,8454,8231,8320,8316,8216,8225,8230,8237,8219,8203,8221,8236,8162,8221,8216,8213,8110,8113,8153,8218,8218,8226,8240,8232,8214,8219,8226,8217,8223,8218,8114,8111,8093,8170,8221,8219,8221,8216,8189,8195,8181,8286,8240,8234,8224,8227,8226,8284,8010,8011,8011,8149,8211,8097,8131,8149,8106,8058,8119,8116,8117,8117,8104,8113,8104,8117,8119,8111,8118,8109,8114,8115,8119,8118,8120,8118,8121,8109,8110,8116,8118,8112,8115,8111,8106,8116,8113,8115,8048,8051,8050,8048,8114,8122,8113,8129,8120,8121,8122,8124,8112,8119,8117,8117,8116,8115,8059,8111,8109,8113,8117,8118,8116,8117,8119,8116,8108,8116,8058,8115,8113,8119,8113,8115,8105,8112,8103,8119,8108,8114,8121,8123,8117,8108,8113,8229,8227,8236,8241,8243,8233,8224,7971,8051,8049,8021,8022,6728,6852,4829,6850,6815,6787,6858,6847,6818,6822,6727,6728,6726,6723,6729,6681,6676,6702,6775,6707,6643,6640,6551,6624,6331,6293,6466,6465,6496,6469,6471,6503,6496,6673,6588,6628,6543,6527,6617,6542,6245,6253,7161,6961,6908,6906,7192,7068,6953,6930,6947,6936,6963,6972,6997,6939,6936,7442,6828,6953,9,9,9,22,8,9,0,28,7,8,8,29,383,381,427,452,451,451,453,450,454,454,452,444,396,411,412,425,412,391,410,446,443,442,446,440,458,458,413,400,415,1168,1159
